`trackrefcode`,`filem3u8url`,`durationsecond`,`quality`
`spt_3uRoC6R1QngvWyZwaJf6DV`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/c7323a7efa20ebf9ac54e9c311b40918/c7323a7efa20ebf9ac54e9c311b40918.m3u8`,`224`,`KBPS_128`
`spt_56MgW6DCNY97K3EBHK91vI`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/4d90c4cc90a6061afa88a7ffcc26c55b/4d90c4cc90a6061afa88a7ffcc26c55b.m3u8`,`246`,`KBPS_128`
`spt_5bNDbLYSGYJjJ0NBo3wodv`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/3cbd9cb62a172c96b29ee4743d860cc5/3cbd9cb62a172c96b29ee4743d860cc5.m3u8`,`238`,`KBPS_128`
`spt_5xx4pSPrHmHQOzDfMFyp3A`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/a16876ecdf5c106770de0403760a2a2f/a16876ecdf5c106770de0403760a2a2f.m3u8`,`258`,`KBPS_128`
`spt_2P7VCME6uTWzCDYO8eVviF`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/a1a00fe64529efb00af61d0f17d89457/a1a00fe64529efb00af61d0f17d89457.m3u8`,`260`,`KBPS_128`
`spt_3LGSazYMezKsW3Frcn1ZYN`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/560d911ef8a6bcf73e7ebb152164afe1/560d911ef8a6bcf73e7ebb152164afe1.m3u8`,`259`,`KBPS_128`
`spt_4j0aUwj7IsrKODDgPYenqt`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/193d76eb786b9d2fa73bade056406266/193d76eb786b9d2fa73bade056406266.m3u8`,`306`,`KBPS_128`
`spt_4di7Z5I9mxKq2yXgucJfBb`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/8801be9b4fe831b75f0d7b1ecfc92e45/8801be9b4fe831b75f0d7b1ecfc92e45.m3u8`,`199`,`KBPS_128`
`spt_5f5o8srRj0xLlEyOOV5tgb`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/c056b0b19aff233ad5b138054b203875/c056b0b19aff233ad5b138054b203875.m3u8`,`219`,`KBPS_128`
`spt_5rR43ejQlKZdtmdgg7Ag6N`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/fd37d0ed95a3aa7c4744ec1b3d5687c7/fd37d0ed95a3aa7c4744ec1b3d5687c7.m3u8`,`178`,`KBPS_128`
`spt_4N5N7slCYy1CUSC5qOix7I`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/3345dac62f3c8b5c461613c02134525b/3345dac62f3c8b5c461613c02134525b.m3u8`,`110`,`KBPS_128`
`spt_5dnUwwKEfOfH215ctm6BDi`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/4a4965115b0ab5385ad587027ae4444a/4a4965115b0ab5385ad587027ae4444a.m3u8`,`216`,`KBPS_128`
`spt_5vbRWRMeHA7wyOUdrZx4X5`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/25cee002a7eb1cec92901b24273cdc18/25cee002a7eb1cec92901b24273cdc18.m3u8`,`285`,`KBPS_128`
`spt_5VrUjGueLevc05YEGULG7K`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/7b36e5774921fa804519fd5c3b86e28b/7b36e5774921fa804519fd5c3b86e28b.m3u8`,`177`,`KBPS_128`
`spt_5z3c2hwR8r5Y26qNuHCvA7`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/285f5c0d546f03ceb361b0b58152dcf0/285f5c0d546f03ceb361b0b58152dcf0.m3u8`,`226`,`KBPS_128`
`spt_7EXoVHRUy85deXN4p0ImL0`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/deb426069c4938bb824323becfb3b79c/deb426069c4938bb824323becfb3b79c.m3u8`,`167`,`KBPS_128`
`spt_3r9952gwQSlGENF2jr4P05`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/3d9d9f74a137cb3daa1abf99c76ec6fb/3d9d9f74a137cb3daa1abf99c76ec6fb.m3u8`,`239`,`KBPS_128`
`spt_4DAkj3GyJloAKWcHFeEcn9`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/ead5cc00633d682be7788dfad6a773e8/ead5cc00633d682be7788dfad6a773e8.m3u8`,`111`,`KBPS_128`
`spt_0ngmWPv3ys0VuHarv6EXbN`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/398692c92dde0f1e56b4666d3e087099/398692c92dde0f1e56b4666d3e087099.m3u8`,`232`,`KBPS_128`
`spt_2iwc7yN7cHxLNn4qH9OU5A`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/1e4457c21c263c95dfb6bc85dcb2b292/1e4457c21c263c95dfb6bc85dcb2b292.m3u8`,`87`,`KBPS_128`
`spt_3mq4Q49A06yNkuKOGGxypY`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/944957e69ac192406ef602e215112382/944957e69ac192406ef602e215112382.m3u8`,`252`,`KBPS_128`
`spt_5cRC27ytXjZG56ejuUpWu2`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/268164c4b0f3d31a5ec50a6fa5f5aa29/268164c4b0f3d31a5ec50a6fa5f5aa29.m3u8`,`290`,`KBPS_128`
`spt_3RV8G4WiMQSm5HZsEzs845`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/cff18b621a565f3b49973f9d4037b34b/cff18b621a565f3b49973f9d4037b34b.m3u8`,`218`,`KBPS_128`
`spt_6UPO94651ylle0QVqS98dp`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r000/3ae3c70dc181beadce82f2d1ed51e81f/3ae3c70dc181beadce82f2d1ed51e81f.m3u8`,`197`,`KBPS_128`
`spt_3wmyU7IUXV7yM3KA00KBG9`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/d36ba92357cec8cf6864bd81b3f006a9/d36ba92357cec8cf6864bd81b3f006a9.m3u8`,`110`,`KBPS_128`
`spt_57xzPS64lbyDaWt9mlcrNo`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/9a2cf4f0e0326dbdb3ab9c1c981b461c/9a2cf4f0e0326dbdb3ab9c1c981b461c.m3u8`,`21`,`KBPS_128`
`spt_5JCSXPjHztKG7msF6FijGz`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/cdfb708632e70761ed3d1f6cb1931f8d/cdfb708632e70761ed3d1f6cb1931f8d.m3u8`,`218`,`KBPS_128`
`spt_5nGBzKUfxK9gfBLZGQYYNh`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/776d40e7fc6b2f304906bbe607d4a698/776d40e7fc6b2f304906bbe607d4a698.m3u8`,`262`,`KBPS_128`
`spt_5ZM5XxrtKEM4FSAuycNGAW`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/e0cfc44a2e6870660881083af43d7d19/e0cfc44a2e6870660881083af43d7d19.m3u8`,`221`,`KBPS_128`
`spt_5ztyjl7G18coqcE3ZIlkqR`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/9aff9022a8ec2dafffa63a1b92457e4c/9aff9022a8ec2dafffa63a1b92457e4c.m3u8`,`145`,`KBPS_128`
`spt_54197nGIaSsjmlbw1avfIt`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/25c9d18547be7f8621cbf322cda6858c/25c9d18547be7f8621cbf322cda6858c.m3u8`,`385`,`KBPS_128`
`spt_589y5zZOxTDdKonPyWI1vE`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/672abfa26bf4bd89424bf4cd02e2b321/672abfa26bf4bd89424bf4cd02e2b321.m3u8`,`268`,`KBPS_128`
`spt_5B66uVtd4X6Tls9I2VQm4N`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/5c6065cda9d5d5d627eb0e2db9fb3c1a/5c6065cda9d5d5d627eb0e2db9fb3c1a.m3u8`,`270`,`KBPS_128`
`spt_5cZYvpDSkvshLSYPtbtuv8`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/29a1791da64bcb75e3f8a8afe8f64de8/29a1791da64bcb75e3f8a8afe8f64de8.m3u8`,`308`,`KBPS_128`
`spt_5KzpgWvUKGOHukMt2oxeaS`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/793124e442033b56c4712da0020a7950/793124e442033b56c4712da0020a7950.m3u8`,`215`,`KBPS_128`
`spt_5OgXHtKsCYqFLr3Yq2mPu5`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/d24a7fad74c289dc6a6b202033c91eb1/d24a7fad74c289dc6a6b202033c91eb1.m3u8`,`344`,`KBPS_128`
`spt_5UE2Zt4XlyXVRZKNMtRA3K`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/31d0b73f295c3ebd024790752111c40c/31d0b73f295c3ebd024790752111c40c.m3u8`,`223`,`KBPS_128`
`spt_5ztmTBHDNClv0TKBjvx24f`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/65f3ec3c23b5dfd0da998c621c157f58/65f3ec3c23b5dfd0da998c621c157f58.m3u8`,`192`,`KBPS_128`
`spt_4iaiPDSCSSvtzBZRQzmVoO`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/6b141dcc0c362803e643d2007a5de44f/6b141dcc0c362803e643d2007a5de44f.m3u8`,`167`,`KBPS_128`
`spt_4RLhGT04u531PyN0znjOGN`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/cbb01d87aac4c22ccd423476a7f4f263/cbb01d87aac4c22ccd423476a7f4f263.m3u8`,`274`,`KBPS_128`
`spt_4v5RgWFyT20OtY1InZw94F`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/b6caa35c70a6b4b63c4d5eff2ea17171/b6caa35c70a6b4b63c4d5eff2ea17171.m3u8`,`218`,`KBPS_128`
`spt_5aaY8s8X72TDkuNutmWqgl`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/75e617d4f7e169eee6538d0648c0e0eb/75e617d4f7e169eee6538d0648c0e0eb.m3u8`,`220`,`KBPS_128`
`spt_3r6gahfrLeeBTYwpcgCqtO`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/1b7c011683f8ba8f2243e89c75a81c5f/1b7c011683f8ba8f2243e89c75a81c5f.m3u8`,`282`,`KBPS_128`
`spt_46Jqm0wmMr97YQSicS9TjU`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/cd9d12a141635bfed428553f35cae7c1/cd9d12a141635bfed428553f35cae7c1.m3u8`,`350`,`KBPS_128`
`spt_2LlRsZC4lmazBl4EWZ5XXm`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/e02dd92cd81d0563fca1177dec13a6d0/e02dd92cd81d0563fca1177dec13a6d0.m3u8`,`236`,`KBPS_128`
`spt_4Axi4Y2gDTybjgVlrRfGfl`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/224fb72844acbf35207d2a57a1d7ca88/224fb72844acbf35207d2a57a1d7ca88.m3u8`,`283`,`KBPS_128`
`spt_4bLWkWt7B7B9eK3iOCJdFR`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/87e2b5a05511f94c02cdd06f6641b382/87e2b5a05511f94c02cdd06f6641b382.m3u8`,`314`,`KBPS_128`
`spt_4S0CFaFDiHSAApFpIvygpC`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/028c6fc93b301eeafc626f3c7cd45be4/028c6fc93b301eeafc626f3c7cd45be4.m3u8`,`303`,`KBPS_128`
`spt_5lB6EszyLYl8ArbAknOuGI`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/7bb95f5b7aa9bb8b75bf7fe8b5ac02a4/7bb95f5b7aa9bb8b75bf7fe8b5ac02a4.m3u8`,`269`,`KBPS_128`
`spt_5AdBYHZENI920KRnsNtZms`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/6dad0b4fb0f5ff9c7409acfc343f528e/6dad0b4fb0f5ff9c7409acfc343f528e.m3u8`,`408`,`KBPS_128`
`spt_2QWSloUunbzsOOpah9Veke`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/0ea00568c3cc25561817dac407981291/0ea00568c3cc25561817dac407981291.m3u8`,`188`,`KBPS_128`
`spt_3klcMuYwo3h6r6n0D500DE`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/a09ef215207a23c438444c3c233adce4/a09ef215207a23c438444c3c233adce4.m3u8`,`387`,`KBPS_128`
`spt_3UjG4wmt3jPqe4HqNdXcqt`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/9d1bf8e5b0a9a7699f7e93e572f3dc4f/9d1bf8e5b0a9a7699f7e93e572f3dc4f.m3u8`,`148`,`KBPS_128`
`spt_4dFf5aDRkx9x51P3Cnq134`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/ca54e1be86f049eef9fc7cb77fe49a27/ca54e1be86f049eef9fc7cb77fe49a27.m3u8`,`151`,`KBPS_128`
`spt_3lg3ytHWYPbn2s814RtVIS`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/f0277ebecda7e09bd38aed725af13e5e/f0277ebecda7e09bd38aed725af13e5e.m3u8`,`230`,`KBPS_128`
`spt_3lpVmrNerAdO06BTxOeBhc`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/57a0d381c2dfa2cbd2961cc99758ba40/57a0d381c2dfa2cbd2961cc99758ba40.m3u8`,`200`,`KBPS_128`
`spt_2uyyt2SyRaEwRA7GrszSmo`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/1b0f36028383b52a517bc0346ed79dfc/1b0f36028383b52a517bc0346ed79dfc.m3u8`,`251`,`KBPS_128`
`spt_4HQ08NW1QePobcSmBH7h0G`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/49f52f18812eba6a2d6561dfb6b8e4e7/49f52f18812eba6a2d6561dfb6b8e4e7.m3u8`,`265`,`KBPS_128`
`spt_4Odc0amcBHexz9BCgRgje2`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/6a2a4f2a850428366d25cb6835e40406/6a2a4f2a850428366d25cb6835e40406.m3u8`,`374`,`KBPS_128`
`spt_4aFsDuYN5ZiXGBkMkfy9Pl`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/4f507460732bdca13528e77261ab432e/4f507460732bdca13528e77261ab432e.m3u8`,`243`,`KBPS_128`
`spt_4yY2X2s6a3aWMFsFt47Nek`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/e2cfa6b018691851a19eff653583bd27/e2cfa6b018691851a19eff653583bd27.m3u8`,`323`,`KBPS_128`
`spt_5a0f6mYCZoJEexWg6htHYh`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/ae70c6d8e303f0f4fa15a0562852ca47/ae70c6d8e303f0f4fa15a0562852ca47.m3u8`,`224`,`KBPS_128`
`spt_5Q6fwuHTsLmU0kpHthgrCh`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/a2e7f6959d96d47a68f90ba774dec342/a2e7f6959d96d47a68f90ba774dec342.m3u8`,`302`,`KBPS_128`
`spt_5VDmJoAuBD5YiDktdiz140`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/68c5b0b5891b4679a0bca07055f59361/68c5b0b5891b4679a0bca07055f59361.m3u8`,`254`,`KBPS_128`
`spt_2xxo5KHTcGj7h2MlR1VjIT`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/2d45de441d29434e7c8665bfe58efee5/2d45de441d29434e7c8665bfe58efee5.m3u8`,`281`,`KBPS_128`
`spt_623NNYYjJ1sIsjMAtGxRW7`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/8eb425b99abc127a0b004f10eccbee73/8eb425b99abc127a0b004f10eccbee73.m3u8`,`292`,`KBPS_128`
`spt_6JdgbiHoEjg5SNr2MPrSqV`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/b825d65dd2b0de6d8ad73bca8682a44d/b825d65dd2b0de6d8ad73bca8682a44d.m3u8`,`306`,`KBPS_128`
`spt_7DByQfkVdx8pSs6vdDL9HU`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/e462bdcaddabfddf2a0dcf7b89b5be2a/e462bdcaddabfddf2a0dcf7b89b5be2a.m3u8`,`291`,`KBPS_128`
`spt_3TsLaUDhUQl60u4NyGwzCu`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/2996e5e1ad37e47a502ca7e41696c345/2996e5e1ad37e47a502ca7e41696c345.m3u8`,`263`,`KBPS_128`
`spt_3Xs3gRSSjj7NVwmEMNykHR`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/9c667ece8371eb4078afec62941440a9/9c667ece8371eb4078afec62941440a9.m3u8`,`220`,`KBPS_128`
`spt_7HCPtNpeGdJx1LMzFlvRbH`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/4479f266bf4a01bbe8aa8c7f93b5fd78/4479f266bf4a01bbe8aa8c7f93b5fd78.m3u8`,`249`,`KBPS_128`
`spt_4LAtHG2TqhBLWt5jMQxZ1j`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/c76d36ed573b97c508e120c51a7b1bd9/c76d36ed573b97c508e120c51a7b1bd9.m3u8`,`201`,`KBPS_128`
`spt_4z9fJ7OToUMYMzjUjOAepv`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/342d25db7d11cfae3ef830774b6d1a04/342d25db7d11cfae3ef830774b6d1a04.m3u8`,`274`,`KBPS_128`
`spt_4zsfpKPlR3FWxxhr1ZdBo2`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/382254503576569c7dfe68d3449c8d35/382254503576569c7dfe68d3449c8d35.m3u8`,`383`,`KBPS_128`
`spt_55kiRXAMYGKlBOHLW1Lx2K`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/e729c905168c9d76025537c78061c6fd/e729c905168c9d76025537c78061c6fd.m3u8`,`329`,`KBPS_128`
`spt_5LhDYwveQ2QKzT7QxxcNd9`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/2e705359967db7a7fcbaf93412a8036d/2e705359967db7a7fcbaf93412a8036d.m3u8`,`296`,`KBPS_128`
`spt_5nDQOubO9F943OfKtfxH0u`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/1e182bda2a0ece01d2d78719fb0d5ca0/1e182bda2a0ece01d2d78719fb0d5ca0.m3u8`,`255`,`KBPS_128`
`spt_5KCFB5YNl3uWzx7BGrgr71`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/7f1c97ff704efbf3b54103346f0c34fc/7f1c97ff704efbf3b54103346f0c34fc.m3u8`,`273`,`KBPS_128`
`spt_5rlQX8sSQPI35npQ6EQ3zv`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/7a4f7dc141a6394428c827d737d041de/7a4f7dc141a6394428c827d737d041de.m3u8`,`223`,`KBPS_128`
`spt_5uZYuy4vQdikwN4S0ZuaNJ`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/f8ed9d91abf8863b0986501907697d28/f8ed9d91abf8863b0986501907697d28.m3u8`,`450`,`KBPS_128`
`spt_72SHfDiOyOvLHfWcwljTZ0`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/aacddba0f79379694a9a6c535ae29a15/aacddba0f79379694a9a6c535ae29a15.m3u8`,`266`,`KBPS_128`
`spt_37kfF2bDr3O2qmOYNTgDMT`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/61a3cb1a8532348c678bfe3926afaede/61a3cb1a8532348c678bfe3926afaede.m3u8`,`251`,`KBPS_128`
`spt_3i1qIKsGtl7311CKWfe23n`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/45e532c31354370b919e176a33513849/45e532c31354370b919e176a33513849.m3u8`,`198`,`KBPS_128`
`spt_3VGp6WhNOolYj1cU7xH5g1`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/563688f1219eb140c9b00d55c017843f/563688f1219eb140c9b00d55c017843f.m3u8`,`270`,`KBPS_128`
`spt_4w4sVLkD68weBOeYavkQzl`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/c498e96052b48461fa0a270f8942c3ff/c498e96052b48461fa0a270f8942c3ff.m3u8`,`373`,`KBPS_128`
`spt_5Dul13s9aCfnWFcDCVvi1z`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/41745054d5a077bc287fc3417cdadc74/41745054d5a077bc287fc3417cdadc74.m3u8`,`232`,`KBPS_128`
`spt_2nTXkAQ6SQKGfzDbOMwUbf`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/d3a49c04c06e54036569010675762097/d3a49c04c06e54036569010675762097.m3u8`,`195`,`KBPS_128`
`spt_2rgabPFff2bc1oTzdGWmvb`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/8c8a2332e7f35e2fa8a4a6a1fa63cda6/8c8a2332e7f35e2fa8a4a6a1fa63cda6.m3u8`,`249`,`KBPS_128`
`spt_3aHilC1b5MgM1m2NXx0stR`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/5ab974a2ba9c4fab128d0076984d95e9/5ab974a2ba9c4fab128d0076984d95e9.m3u8`,`249`,`KBPS_128`
`spt_2mDlr9bNK0B3LIA80mqpvv`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/c3cad665dbf63bcd72caac917ef2c8d8/c3cad665dbf63bcd72caac917ef2c8d8.m3u8`,`215`,`KBPS_128`
`spt_3FkGCPvgUUV3nR8jSUrpiG`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/4a915101e7902f1a49e0fe6898733bbd/4a915101e7902f1a49e0fe6898733bbd.m3u8`,`247`,`KBPS_128`
`spt_4jHPTyx9LovypRWYvWQLMf`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/9a5de42b6d3d0a64f16f902004b4bb3a/9a5de42b6d3d0a64f16f902004b4bb3a.m3u8`,`199`,`KBPS_128`
`spt_5qB3KWqhCziJCktmXAhjtj`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/0840faceed47d1229a5b66db54ff4662/0840faceed47d1229a5b66db54ff4662.m3u8`,`321`,`KBPS_128`
`spt_2N7qfydCSKFfFzo8QSlmoA`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/f668a442917f1fee3fb3f8f32f56beab/f668a442917f1fee3fb3f8f32f56beab.m3u8`,`205`,`KBPS_128`
`spt_5qpTOV4FmIwb8dyW6FczNe`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/377fdc83e6e4f17b61a84029a23bf24b/377fdc83e6e4f17b61a84029a23bf24b.m3u8`,`285`,`KBPS_128`
`spt_5s7AqIUEZwIFbhJBbiKV1m`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r006/67fc35790d3c8bf7d985fdecabd0db1b/67fc35790d3c8bf7d985fdecabd0db1b.m3u8`,`353`,`KBPS_128`
`spt_5t3Yotz14ziQy4dCNrYu0G`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/1863083cf4ea43d21606c4c4ef9233eb/1863083cf4ea43d21606c4c4ef9233eb.m3u8`,`311`,`KBPS_128`
`spt_5we1SBXUHcOVbtRb6u4eZE`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/265afa5b1622c508c8a5d2341a9a09c6/265afa5b1622c508c8a5d2341a9a09c6.m3u8`,`312`,`KBPS_128`
`spt_6yBZxIFktjqE96tL69cPdh`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/c08f333baae4c513ddfac8d048e128bd/c08f333baae4c513ddfac8d048e128bd.m3u8`,`264`,`KBPS_128`
`spt_6Zt20XamCzXeAC38401oso`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/15ee76a0f21f0bbd92757c399dbfa82b/15ee76a0f21f0bbd92757c399dbfa82b.m3u8`,`261`,`KBPS_128`
`spt_2BRkUQO6kdzALfLEEgygYJ`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/0c72b3d7b6723afaf66f8fe427538333/0c72b3d7b6723afaf66f8fe427538333.m3u8`,`123`,`KBPS_128`
`spt_247o86G8DYyeORCy2ft3c4`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/9d81b7e24ac7dcfe038d540323594267/9d81b7e24ac7dcfe038d540323594267.m3u8`,`253`,`KBPS_128`
`spt_29jceFh1XLSiP4bA2HCZzq`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/301f77658e770475daf393d0bdc48431/301f77658e770475daf393d0bdc48431.m3u8`,`233`,`KBPS_128`
`spt_2GragboHXfPbkJv4IccAOm`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/0c1e8df1569680aec406f1179b22c2f6/0c1e8df1569680aec406f1179b22c2f6.m3u8`,`229`,`KBPS_128`
`spt_26kp3XFDFJblaB5YjIAvKb`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/e313ea7ae69c189b88dc35a047f4fac2/e313ea7ae69c189b88dc35a047f4fac2.m3u8`,`236`,`KBPS_128`
`spt_2ianRa8aErEFKsvkcMY3Sy`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/9b4121be452ad13a4b51373b79f0a605/9b4121be452ad13a4b51373b79f0a605.m3u8`,`270`,`KBPS_128`
`spt_2K6mXxPNHPwNUYUEczSVZL`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/d4c64654ee5ab321f201a162415316c2/d4c64654ee5ab321f201a162415316c2.m3u8`,`194`,`KBPS_128`
`spt_2NfNDsZmK3KwgTNzMjgUBp`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/ab0ba1c597a7efc5f7cd52396dbccfce/ab0ba1c597a7efc5f7cd52396dbccfce.m3u8`,`264`,`KBPS_128`
`spt_2NvRctG8lVsnYK8nCr6vYZ`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/fe6635ae9d293e9370757feef750851b/fe6635ae9d293e9370757feef750851b.m3u8`,`182`,`KBPS_128`
`spt_39hUdRYNSlcsHi1lINlWKc`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/6b14471ecd00c19f1e64985da9ba17a6/6b14471ecd00c19f1e64985da9ba17a6.m3u8`,`67`,`KBPS_128`
`spt_2t3zx8b1qOOJhYrNDFkuWq`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/4d4ebf8b9913574356b8bdfce6ee68c0/4d4ebf8b9913574356b8bdfce6ee68c0.m3u8`,`288`,`KBPS_128`
