`trackrefcode`,`filem3u8url`,`durationsecond`,`quality`
`spt_1BNS0vm2PxhLxFmKd7RI28`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/d42759fe89ef7b9f95f9a1183b58665b/d42759fe89ef7b9f95f9a1183b58665b.m3u8`,`209`,`KBPS_128`
`spt_1fq4NoSibpefCm6UA2VLtx`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/ee49a13b3c75e48b7c5fd715cbcfe0b0/ee49a13b3c75e48b7c5fd715cbcfe0b0.m3u8`,`517`,`KBPS_128`
`spt_1ixWcnns7xkpsu1iy7Q9Un`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/95a0d9f7063048e6b430b112fb980a39/95a0d9f7063048e6b430b112fb980a39.m3u8`,`305`,`KBPS_128`
`spt_1jp9gLYGUdpwpZiFd2ktRu`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/06bb62154139dd3bc18188b663e87335/06bb62154139dd3bc18188b663e87335.m3u8`,`278`,`KBPS_128`
`spt_1k1d2CxrMXQDESEuj9IK7J`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/357d9e1f0a65f77ccbab1efe175d3e58/357d9e1f0a65f77ccbab1efe175d3e58.m3u8`,`263`,`KBPS_128`
`spt_1m9IueAghaItEAYNOqTVaP`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/d984260573c581873ad340ef2266565c/d984260573c581873ad340ef2266565c.m3u8`,`135`,`KBPS_128`
`spt_1mWRGKcohpTCJAF4tK9pkQ`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/3a04432800e54b5f1894f0f60600898d/3a04432800e54b5f1894f0f60600898d.m3u8`,`369`,`KBPS_128`
`spt_2avkFF4KITkVbR1Pqt7CUw`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/ce5e2da6fd9942ac0fa07c7e2a44c2a8/ce5e2da6fd9942ac0fa07c7e2a44c2a8.m3u8`,`265`,`KBPS_128`
`spt_1Nm4dhzVfbAlCzEkbSj3qD`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/e9de69cf941d94fb18a48550cd8a78e8/e9de69cf941d94fb18a48550cd8a78e8.m3u8`,`248`,`KBPS_128`
`spt_1tVXkRbUJlMsOBNrLWHLws`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/a0729fe7051a63ad0172356dfa2e41ac/a0729fe7051a63ad0172356dfa2e41ac.m3u8`,`418`,`KBPS_128`
`spt_1Twp6XxGPn8omRKdCxtiXG`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/ea57347d7d02090f0b8950dbb716c95b/ea57347d7d02090f0b8950dbb716c95b.m3u8`,`241`,`KBPS_128`
`spt_1WP2uOuaH8divaQ9HwzeyT`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/99b0f2ce6bd5b561251f950c4b41f7ef/99b0f2ce6bd5b561251f950c4b41f7ef.m3u8`,`260`,`KBPS_128`
`spt_1yd71zd6apMJXf8tP3T7ZA`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/550d37c4532eb837be210307402e12f2/550d37c4532eb837be210307402e12f2.m3u8`,`266`,`KBPS_128`
`spt_23KjbgQbFM8z2Hsae5Cuqe`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/e2db5eb24b08754ee151be1f59d9ebd6/e2db5eb24b08754ee151be1f59d9ebd6.m3u8`,`168`,`KBPS_128`
`spt_25tmfbgIj4pK2gR8WPkzD2`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/79fe4e30af8dbceb4cc54639898eed0f/79fe4e30af8dbceb4cc54639898eed0f.m3u8`,`210`,`KBPS_128`
`spt_0Tf05lF2HmgK8V9OqTFYtv`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/05668739fecab350d8af7a628aa4944b/05668739fecab350d8af7a628aa4944b.m3u8`,`342`,`KBPS_128`
`spt_10A6uazeG5AxvpjKDnBTNn`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/f753a5cd416b05d2840a11c7f9b5dd19/f753a5cd416b05d2840a11c7f9b5dd19.m3u8`,`314`,`KBPS_128`
`spt_11P6GyKIf2ApPeD08HwsmG`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r000/18e7247eb0d9903665fad9e6ad26eaf5/18e7247eb0d9903665fad9e6ad26eaf5.m3u8`,`263`,`KBPS_128`
`spt_19qO5bFWqrg7wDRp9pXgHp`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/b22f70d6644ed7541473ce0bd1abd811/b22f70d6644ed7541473ce0bd1abd811.m3u8`,`310`,`KBPS_128`
`spt_7lS5WjHpYrsKj8nhB8p1lk`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/31fb163687511f327dc54d01183c1375/31fb163687511f327dc54d01183c1375.m3u8`,`196`,`KBPS_128`
`spt_2FXVcnxqjw0ZVhywqjX0XI`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/90ef36bfe229e8b965576aae07cd588a/90ef36bfe229e8b965576aae07cd588a.m3u8`,`130`,`KBPS_128`
`spt_6eddAbNEGb8tJLVThUQ9Z6`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/b04fb79d8766c22da4d5162324a6e196/b04fb79d8766c22da4d5162324a6e196.m3u8`,`186`,`KBPS_128`
`spt_2v1nfLwn6bohuYUNmY2ODu`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r000/6537bb12c999954ac3e39a014eb38a20/6537bb12c999954ac3e39a014eb38a20.m3u8`,`234`,`KBPS_128`
`spt_6eR776zOuU8DF65VOATt9p`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/4814942c6262d9c54c74c542add49064/4814942c6262d9c54c74c542add49064.m3u8`,`375`,`KBPS_128`
`spt_2zfy01J4XAOuBUa3BFh0Tn`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/0a17ee86ab637811b8b063687a3acea4/0a17ee86ab637811b8b063687a3acea4.m3u8`,`208`,`KBPS_128`
`spt_0DlMHE23COUrAMZjG88gNQ`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/e798611a2c6fc2c6784df63cd40098d6/e798611a2c6fc2c6784df63cd40098d6.m3u8`,`189`,`KBPS_128`
`spt_0iEiYn9l77UF99ptzCaRJO`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/f71c9678d3858791c5957bfeea23ffc8/f71c9678d3858791c5957bfeea23ffc8.m3u8`,`214`,`KBPS_128`
`spt_0KaugmxpnfwHEk19pNBZFo`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/c953060ed8ab535137988255211ab782/c953060ed8ab535137988255211ab782.m3u8`,`313`,`KBPS_128`
`spt_7jTUjVdWlrhHCHuWLJu7Hp`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/961d5a3df6a9bfe8260a7e89ee3724ef/961d5a3df6a9bfe8260a7e89ee3724ef.m3u8`,`236`,`KBPS_128`
`spt_0pQVtzG1XLZD9xTW2Q6P4z`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/fe17911eb7e673d3dd8c5b0bc5182d7c/fe17911eb7e673d3dd8c5b0bc5182d7c.m3u8`,`228`,`KBPS_128`
`spt_0Pzqi7yx2OdfdRsjNB5RRA`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/b439ba89d9dcb7d52856a35ed9aa7989/b439ba89d9dcb7d52856a35ed9aa7989.m3u8`,`243`,`KBPS_128`
`spt_0Wu0qlcNJ6aDxYCwlNa55j`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/a4969aac0d19825fe896cd1711bd4d2c/a4969aac0d19825fe896cd1711bd4d2c.m3u8`,`366`,`KBPS_128`
`spt_0dYwiZmS9DVO10VeGwzJir`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/fe48cd00af91a49eef15057eacd802d9/fe48cd00af91a49eef15057eacd802d9.m3u8`,`49`,`KBPS_128`
`spt_0YZsPEsMT0ebCZwop5eamb`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/ab5cd5334a69509b11de8a9ed96b8979/ab5cd5334a69509b11de8a9ed96b8979.m3u8`,`223`,`KBPS_128`
`spt_15xRD8qX8UcxsX7S6A1lKT`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/4bdc5a4ef4b031a66ff7bbba81ba5e88/4bdc5a4ef4b031a66ff7bbba81ba5e88.m3u8`,`207`,`KBPS_128`
`spt_1aw1KeS9sT1mKPzs2hfqCz`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/e9c3d82dfad026678fc755576b425936/e9c3d82dfad026678fc755576b425936.m3u8`,`251`,`KBPS_128`
`spt_1e3XVECaKioH2FdzNM83Fk`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/fe3ada37736cc0acce2e65e3c58b20c4/fe3ada37736cc0acce2e65e3c58b20c4.m3u8`,`360`,`KBPS_128`
`spt_1Fe6xasBOla3qoqH2R3zjw`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/a97bc01e971b2d70d39942100c5b9124/a97bc01e971b2d70d39942100c5b9124.m3u8`,`295`,`KBPS_128`
`spt_1MypNXhY8KUMLdRxeQNmPO`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/f68abf4ffdb5690414750ab15ced44bc/f68abf4ffdb5690414750ab15ced44bc.m3u8`,`289`,`KBPS_128`
`spt_1nGRPhAKPE7DugaNVJqtG6`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/794c1139f733f842caf5abdc8b26f0fa/794c1139f733f842caf5abdc8b26f0fa.m3u8`,`273`,`KBPS_128`
`spt_1QhmHEl1P6fHNF3CBCbfDN`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/53de21421ca82b5048ee0fb541abef8a/53de21421ca82b5048ee0fb541abef8a.m3u8`,`312`,`KBPS_128`
`spt_1rJyVbXb3njXbN3lokllKf`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/ea549dd8b04476b430dbd2b6ff2f8683/ea549dd8b04476b430dbd2b6ff2f8683.m3u8`,`274`,`KBPS_128`
`spt_1VtXvVOWhMREl1MiRaRcJT`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/9b58c8ffca2379d95af44eb27f5d8fef/9b58c8ffca2379d95af44eb27f5d8fef.m3u8`,`296`,`KBPS_128`
`spt_1yRpFYiJbARz4RCBUDXbUE`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/2a0a527c1f4281c991d1cb06ed4c255d/2a0a527c1f4281c991d1cb06ed4c255d.m3u8`,`207`,`KBPS_128`
`spt_1ZarWMkXWOvNJ3NjDRKkaU`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/75b98152445b05143da1df8d637229b4/75b98152445b05143da1df8d637229b4.m3u8`,`255`,`KBPS_128`
`spt_2iqjXz4lV60gf3tvI4JJzU`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/9879a9c387b0535c5154651223278df2/9879a9c387b0535c5154651223278df2.m3u8`,`366`,`KBPS_128`
`spt_0B14rcX3F8prA0iHNYkYbs`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/d7236776731ab39e10abf547514c34f3/d7236776731ab39e10abf547514c34f3.m3u8`,`242`,`KBPS_128`
`spt_17xG58ZIF66wNd9Q3napZ5`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/e4d3f0dffbd33912319d169e109dc4f7/e4d3f0dffbd33912319d169e109dc4f7.m3u8`,`307`,`KBPS_128`
`spt_1avw2Q1xZzR5uDr1EZwzpP`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/782132e9e262a3ede953d89b76e08bc3/782132e9e262a3ede953d89b76e08bc3.m3u8`,`352`,`KBPS_128`
`spt_6vm8jXofa0IESodCeFOWBJ`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/72ef6245493319bf2dcbf20fdc82c108/72ef6245493319bf2dcbf20fdc82c108.m3u8`,`187`,`KBPS_128`
`spt_2iOUXeLOQRK5kIMNOJqSPb`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/9a58d94b4c278428be88a9928716c811/9a58d94b4c278428be88a9928716c811.m3u8`,`250`,`KBPS_128`
`spt_07GChBTYdIHx776clCpqsj`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/818307115ff676cfc5b4fcd6d82d1cab/818307115ff676cfc5b4fcd6d82d1cab.m3u8`,`181`,`KBPS_128`
`spt_09eYSoem8gQWelNj1G9Aqa`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/03881965bf549895bbb39c6308f6d6eb/03881965bf549895bbb39c6308f6d6eb.m3u8`,`216`,`KBPS_128`
`spt_0bsjgxftfrMBdP9tAaH7Jd`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/83949eb8504a756804e2a1dd7639ec85/83949eb8504a756804e2a1dd7639ec85.m3u8`,`240`,`KBPS_128`
`spt_2FwoSEWf3WXxW2zkeIRBqz`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/3b32c3dbf82e5087dd7da23d0077f281/3b32c3dbf82e5087dd7da23d0077f281.m3u8`,`256`,`KBPS_128`
`spt_0DNRncXRvQ3j4smqjt2KVn`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/e6d4238d94f1bf28645586c3d4f0e553/e6d4238d94f1bf28645586c3d4f0e553.m3u8`,`207`,`KBPS_128`
`spt_0E6mpMc2i4bPYkplJRyRes`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/e08288100ae5bf61ed787697379b9f4b/e08288100ae5bf61ed787697379b9f4b.m3u8`,`221`,`KBPS_128`
`spt_0EIhDYHS14PzGtczomJp2X`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/b663af68e0c8a5cae6a8b0c9a4278b1b/b663af68e0c8a5cae6a8b0c9a4278b1b.m3u8`,`186`,`KBPS_128`
`spt_0HzNcyvtQwF1WOXdPh8y1B`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/a46b467f34ca5e38da6c662406716bf1/a46b467f34ca5e38da6c662406716bf1.m3u8`,`229`,`KBPS_128`
`spt_2sosVt8Ky9xIT7ZSBYjI59`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/79a2cc497488c88d10a21742225a288b/79a2cc497488c88d10a21742225a288b.m3u8`,`260`,`KBPS_128`
`spt_0K6uRJdb8S0vTSP7FToX0a`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/c12f7ed7137076bb45a942a4ddfde703/c12f7ed7137076bb45a942a4ddfde703.m3u8`,`238`,`KBPS_128`
`spt_0MjQ8jYu3cozoTD0jdNdfL`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/ed480a1913772bf4ca262d86ef293c77/ed480a1913772bf4ca262d86ef293c77.m3u8`,`178`,`KBPS_128`
`spt_0QYqHhikb83cpx3GWXcaMJ`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/b959e53e51daae4de638c6722a8d83b8/b959e53e51daae4de638c6722a8d83b8.m3u8`,`201`,`KBPS_128`
`spt_0sQLacUuwEYQBX80j0Z40U`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/a31fc41603b57f70c8d0da0cb1a18f76/a31fc41603b57f70c8d0da0cb1a18f76.m3u8`,`184`,`KBPS_128`
`spt_0xaoms5xG72m3XnlWEutCz`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/f1ccdb5a4620c953439f0e29c91f00a2/f1ccdb5a4620c953439f0e29c91f00a2.m3u8`,`265`,`KBPS_128`
`spt_0ZacbzlsLe87YJZnINcsoZ`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/e1b66d146961eb3ef4ae7bd405d4b6d2/e1b66d146961eb3ef4ae7bd405d4b6d2.m3u8`,`167`,`KBPS_128`
`spt_18bON44E2Kc8nLmhk4X3xv`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r000/49619a58011d3a2b43de71ac24522309/49619a58011d3a2b43de71ac24522309.m3u8`,`235`,`KBPS_128`
`spt_1a7IlXFqgHXqHkkhHaN3Br`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/21523dfbc7866d8925c16f5e151b2c1e/21523dfbc7866d8925c16f5e151b2c1e.m3u8`,`184`,`KBPS_128`
`spt_1hxRXGtqeykpEX37XRwWyl`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/c2efcc9565e453996aefcb6e57f5dd58/c2efcc9565e453996aefcb6e57f5dd58.m3u8`,`208`,`KBPS_128`
`spt_1MydDBg1EVKchH0GGZt13t`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/9a6b66f7e0fe68819e9591817f81ccda/9a6b66f7e0fe68819e9591817f81ccda.m3u8`,`239`,`KBPS_128`
`spt_1rTRvVLoblRpOjqXsyIT3a`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/6c557168bfc681f1c5df7da417d30c2d/6c557168bfc681f1c5df7da417d30c2d.m3u8`,`223`,`KBPS_128`
`spt_242QPSAd6x7nFNjOqsTJo9`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/a4e3be705ff023a3a63b4afda8a5e659/a4e3be705ff023a3a63b4afda8a5e659.m3u8`,`227`,`KBPS_128`
`spt_248t2O3zuIez8Zuc24d4lZ`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/69637089e25c33187f5b558bf4773b3b/69637089e25c33187f5b558bf4773b3b.m3u8`,`161`,`KBPS_128`
`spt_06GrFsnzWmnS6rslXByfWf`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/e7bf46d5aa32e9bfd7543f66dbd7d59f/e7bf46d5aa32e9bfd7543f66dbd7d59f.m3u8`,`243`,`KBPS_128`
`spt_1915cUH6O4IefHLomQaUPO`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/7417e6b1971b29c3815aa6272f5b551f/7417e6b1971b29c3815aa6272f5b551f.m3u8`,`269`,`KBPS_128`
`spt_33fYgfWX9nVG3rdhG61qLq`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/f72d9c2120e994d811b771905851f4f3/f72d9c2120e994d811b771905851f4f3.m3u8`,`190`,`KBPS_128`
`spt_2iCw6dOhMKKvAsptWwD0nO`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/7ea270a3f639afe6c17506296c9a6f4c/7ea270a3f639afe6c17506296c9a6f4c.m3u8`,`194`,`KBPS_128`
`spt_0AXWTzGRTrK03ZQrsQTw0P`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/de00b38d1f6b3cfdbea78d538a83ea4e/de00b38d1f6b3cfdbea78d538a83ea4e.m3u8`,`239`,`KBPS_128`
`spt_0Hm7qomzmXG341TQzmd753`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/68913b48c7c0fe3e90f0ddaa17345255/68913b48c7c0fe3e90f0ddaa17345255.m3u8`,`288`,`KBPS_128`
`spt_0niHoHQvO6Vsvx2Yr1cuee`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/e6974204e2936e192630cb0aa1659150/e6974204e2936e192630cb0aa1659150.m3u8`,`333`,`KBPS_128`
`spt_0NmSidmWSR4O4zuKw7AAcT`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/db4dcbb041a62690c8c19ae041c6b87c/db4dcbb041a62690c8c19ae041c6b87c.m3u8`,`205`,`KBPS_128`
`spt_0pvydW42LfA3Dc468PKjup`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/c32c4deb1805a1f4c04f20ec2addba6a/c32c4deb1805a1f4c04f20ec2addba6a.m3u8`,`247`,`KBPS_128`
`spt_0x5Rr9uFOBwnqcA9BFe8vY`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/f0d48ea190c0dd31faf7465296f6b2cd/f0d48ea190c0dd31faf7465296f6b2cd.m3u8`,`297`,`KBPS_128`
`spt_0XrqSQWvbeDkMAUJwJK4OL`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/b30f636a0f26fb3ca6b9aa259914eaed/b30f636a0f26fb3ca6b9aa259914eaed.m3u8`,`255`,`KBPS_128`
`spt_0ZcLSnF8gnD4IHj51oqToy`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/7307d1470d5b939632ebfbbca2e14fae/7307d1470d5b939632ebfbbca2e14fae.m3u8`,`276`,`KBPS_128`
`spt_10KQUxKZsEPy2J92covK2M`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/d334a51e131daddc64bb048ac6362eb5/d334a51e131daddc64bb048ac6362eb5.m3u8`,`231`,`KBPS_128`
`spt_12DycAwYR7MwwgRMP66Ew4`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/15428392e812f4e5466ef2f35fb1c14c/15428392e812f4e5466ef2f35fb1c14c.m3u8`,`230`,`KBPS_128`
`spt_194xS2oTIYL5u1IK0Q0oj0`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r000/01ecf4bcb08cdc176af68ca1843639a2/01ecf4bcb08cdc176af68ca1843639a2.m3u8`,`235`,`KBPS_128`
`spt_7uymgNgO6kqr7h0DSEGAJ0`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/4a0205c6d2e9d93137142757f41658b4/4a0205c6d2e9d93137142757f41658b4.m3u8`,`246`,`KBPS_128`
`spt_1ulza3FB6CpNkTSJsmrA6l`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/cb68cfaa72c194114fce967162b27f21/cb68cfaa72c194114fce967162b27f21.m3u8`,`272`,`KBPS_128`
`spt_1W8ssSNoeDV41tSAH5KUKU`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/c4870badd3175522151895b58c1d5099/c4870badd3175522151895b58c1d5099.m3u8`,`295`,`KBPS_128`
`spt_1xnCJBpk8CMvse0GofHrdu`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/dc375749131da42ef8e0bce7d1cb1712/dc375749131da42ef8e0bce7d1cb1712.m3u8`,`273`,`KBPS_128`
`spt_27bc6OUOQjsoM9AGfpBGc0`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/7257c0026c773c2359b05a74d3da0676/7257c0026c773c2359b05a74d3da0676.m3u8`,`297`,`KBPS_128`
`spt_1KbaKeFXzuvZ4VZOYwOjTO`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r001/f43b9bfa96483a90cb16ae4ea27011df/f43b9bfa96483a90cb16ae4ea27011df.m3u8`,`256`,`KBPS_128`
`spt_2hChG2Ou1LLzMOyAAC8scy`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/98592365682b8a24ac9ec6bdbd2265a4/98592365682b8a24ac9ec6bdbd2265a4.m3u8`,`220`,`KBPS_128`
`spt_08Vvb5eXQ75VgwK61etMK6`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/ade0d78eb1a658c2f723348be708cb66/ade0d78eb1a658c2f723348be708cb66.m3u8`,`216`,`KBPS_128`
`spt_5OqXykxlD2EDkwi9lzvTeG`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r000/ceed6540798527b2d52af66bcd5ae517/ceed6540798527b2d52af66bcd5ae517.m3u8`,`390`,`KBPS_128`
`spt_19M6lKa5qDr0YfZb2mF0HW`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r000/3d6977472c2de4b65528f84913affdc9/3d6977472c2de4b65528f84913affdc9.m3u8`,`188`,`KBPS_128`
`spt_1GM0uOmLVXCjrTjB3EaPiu`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/a950a20b7d9fd55fb5f1977654743c25/a950a20b7d9fd55fb5f1977654743c25.m3u8`,`329`,`KBPS_128`
`spt_067J8jL5iPDzVBH0jClJpI`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r006/d0876cf15c2b560f008e6399ec8223c6/d0876cf15c2b560f008e6399ec8223c6.m3u8`,`223`,`KBPS_128`
`spt_7mBYpq07qYLisWqSVdIq5S`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/ccde943d3ea85f19053c1659f851f24f/ccde943d3ea85f19053c1659f851f24f.m3u8`,`216`,`KBPS_128`
`spt_4ypOeWtHlLt5wuC6pPsdrA`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/b17bfc0454697837ed346bb3f77c1e3e/b17bfc0454697837ed346bb3f77c1e3e.m3u8`,`325`,`KBPS_128`
`spt_5gxzB0DiLNIkSIcY9VS4Ld`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/cc01c804372144e7cd51b8324692c9ba/cc01c804372144e7cd51b8324692c9ba.m3u8`,`244`,`KBPS_128`
`spt_1WNZdiclW97VSQBblI62V5`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r006/1b1b42156df2ac3dbb3aa355da7ee0a1/1b1b42156df2ac3dbb3aa355da7ee0a1.m3u8`,`312`,`KBPS_128`
`spt_7wZpxK8I978d7z2pHl45qf`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/d406bfa963d7f0914b8506a61f4b2bd3/d406bfa963d7f0914b8506a61f4b2bd3.m3u8`,`205`,`KBPS_128`
`spt_06bYzEz0hcElTGO9kkmIv4`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r006/def71a68129d14e2359008c78b9c5c2f/def71a68129d14e2359008c78b9c5c2f.m3u8`,`270`,`KBPS_128`
`spt_0a7ObdXBtfbdTssXtmP1xw`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/83100806150eafefc50fcd2a51cc1663/83100806150eafefc50fcd2a51cc1663.m3u8`,`184`,`KBPS_128`
`spt_0AfV1Fr2nWmXFxC3RkhawH`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/a6a84e30ef4d8de8b8a302adb53a519c/a6a84e30ef4d8de8b8a302adb53a519c.m3u8`,`261`,`KBPS_128`
`spt_0cUw86tLTq8YMQXsVswO0i`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/a10518a816ca9f3dc022684dc56cd7ec/a10518a816ca9f3dc022684dc56cd7ec.m3u8`,`455`,`KBPS_128`
`spt_0epUSUN1QunKFgAKMCYyq1`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r006/82161fcc4cc8c3fd7d63f19d71fa2846/82161fcc4cc8c3fd7d63f19d71fa2846.m3u8`,`194`,`KBPS_128`
`spt_0KWrawyUorQslUcKcAnaQD`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/fa10442541d87c29e065e8e816c9249e/fa10442541d87c29e065e8e816c9249e.m3u8`,`306`,`KBPS_128`
