`name`,`ispublic`,`description`,`officialreleaseddate`,`durationsecond`,`isplayable`,`thumbnailurl`,`refcode`,`tagsjson`,`artistrefcodes`
`Đêm`,`true`,,`2018-09-06`,`336`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/f502ef0ac16f12b69e775379897daae3/f502ef0ac16f12b69e775379897daae3.jpg`,`spt_5PkR6QU53vcHr0xhdkdVNR`,`["Đêm"]`,`["spt_3EP4RX5LSuwDVy4mDeF1rl"]`
`Nói Với Em`,`true`,,`2014-01-01`,`195`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/4e73184fc739991540be74401b6d5450/4e73184fc739991540be74401b6d5450.jpg`,`spt_5jeOPw1PK0uMgnsVdACmTa`,`["Nói Với Em"]`,`["spt_3Tehj7YghQc7zH0I1faGc6"]`
`Em iu - Max Benderz Remix`,`true`,,`2022-01-30`,`162`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/7a2973ede4c9af3af83cf291aa2d592e/7a2973ede4c9af3af83cf291aa2d592e.jpg`,`spt_5K4XgM1BhOSSKBpv1RMZ6l`,`["Em iu - Max Benderz Remix"]`,`["spt_1Jmkhzve9TuXHUUWGmpANw", "spt_23fWN9ACchK2ANoJ59JIFI", "spt_0ZDirTwCdmoL4RpbXxiRvj", "spt_4grjJqg7iwQ8RKHs8d9Snh", "spt_3oB1lv9FWDKbNOUvdTw75Q"]`
`Thị Mầu - MUS Remix`,`true`,,`2023-03-20`,`201`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/ab46e5a264c419c1f82b7f0091797119/ab46e5a264c419c1f82b7f0091797119.jpg`,`spt_5o4D7Nw4K5TaN2F75oLOZ6`,`["Thị Mầu - MUS Remix"]`,`["spt_7JDILmtyeVUHvo5zZn338y", "spt_3nGqUwkJHiLPDECMVrX1Sq", "spt_3BWBxpXDxofgji3RKZPIz8", "spt_3V8n1qukm5514h9h4cv59g"]`
`U Mê Em`,`true`,,`2022-11-30`,`210`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/1abc8c538fef2efce043b11a86ffbd7b/1abc8c538fef2efce043b11a86ffbd7b.jpg`,`spt_5oBMMo3xMAOIS2lLMpe9EO`,`["U Mê Em"]`,`["spt_3EPkqJFzEGSJWtGsu1Xwqt"]`
`Đứng Đây Cả Chiều`,`true`,,`2022-08-22`,`171`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/5ee22411bf943182cef8ea22be923899/5ee22411bf943182cef8ea22be923899.jpg`,`spt_5P2fBxL60dMK0JBdHCn0FD`,`["Đứng Đây Cả Chiều"]`,`["spt_6S0JgJU2l6ds1EhZUJMQFk", "spt_5kooMseQPNPTz5y1UCM5UR", "spt_40PQaCOTSxTxZjE98AVV63"]`
`Để Anh Sang (feat. CAPTAIN)`,`true`,,`2023-07-21`,`180`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/00918db1db3312f1baa40923993b2dfe/00918db1db3312f1baa40923993b2dfe.jpg`,`spt_5QCSm2KOu1QgXnItE9MOSS`,`["Để Anh Sang (feat. CAPTAIN)"]`,`["spt_1cPpd989kghzlZqfpP4KwL", "spt_1pKPrziZw7C4GvOlBIXqP5"]`
`Nguoi Ta Hieu (They Understand)`,`true`,,`2017-10-31`,`283`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/236f6ef7c833716f808aa537454290b9/236f6ef7c833716f808aa537454290b9.jpg`,`spt_5qMANeHgis021x8B8qQ8db`,`["Nguoi Ta Hieu (They Understand)"]`,`["spt_2Fc5cGXai8xzLhGyltp4tT", "spt_5LMT5e3xuIyJ6hbNmSbpRY", "spt_4a1vThLcjHHmqGr2haMIMS"]`
`Phía Sau Em (Duck V Remix)`,`true`,,`2023-02-28`,`189`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/dbed4a7505ac078f722c6b267a13a661/dbed4a7505ac078f722c6b267a13a661.jpg`,`spt_5rIPSKCGPDWARGni8Oyf3E`,`["Phía Sau Em (Duck V Remix)"]`,`["spt_2nSO7JYDbJrYbJmP39qUzj", "spt_3EPkqJFzEGSJWtGsu1Xwqt", "spt_5wsKuIN7Mrfg8CszqqhSTe"]`
`Loi Thinh Cau (I Pray)`,`true`,,`2017-10-31`,`262`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/29c20444a4242590158fc4b8b7181e1b/29c20444a4242590158fc4b8b7181e1b.jpg`,`spt_5Rm1WQUtKJbIgBHKfYlWp2`,`["Loi Thinh Cau (I Pray)"]`,`["spt_2Fc5cGXai8xzLhGyltp4tT", "spt_4a1vThLcjHHmqGr2haMIMS", "spt_5LMT5e3xuIyJ6hbNmSbpRY"]`
`Ơ Sao Bé Không Lắc`,`true`,,`2019-07-17`,`220`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/0891ddcb55a3fd5d0dea56e105a1cc76/0891ddcb55a3fd5d0dea56e105a1cc76.jpg`,`spt_5Sfddx7UFUQMGlX608Hiyx`,`["Ơ Sao Bé Không Lắc"]`,`["spt_3Tehj7YghQc7zH0I1faGc6", "spt_2XKlSkrslCs0egLOvSB4Ul"]`
`Khác Biệt To Lớn - From "Talkshow Chuyện Chúng Ta"`,`true`,,`2022-08-19`,`232`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/39ac787c32a30851db4a6da827be0f71/39ac787c32a30851db4a6da827be0f71.jpg`,`spt_5T7oRk6mzyJXGnwskvjz2Y`,`["Khác Biệt To Lớn - From \"Talkshow Chuyện Chúng Ta\""]`,`["spt_3BWBxpXDxofgji3RKZPIz8", "spt_4co1OIKlUOsNNVJFSZzO9N"]`
`Sóng`,`true`,,`2018-08-10`,`213`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/b9cd6a7564dbfc6f1da00abbb017728a/b9cd6a7564dbfc6f1da00abbb017728a.jpg`,`spt_5kbtjhHjgcaLw80uoyMvq6`,`["Sóng"]`,`["spt_1CWwyDPjCowRTO4p6A7r6g"]`
`Thiên Đường Biết`,`true`,,`2014-09-24`,`210`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/20f908459f8bab8981536b2f76bd4d20/20f908459f8bab8981536b2f76bd4d20.jpg`,`spt_5W1FTzrtWiXNSMsHfrP4M7`,`["Thiên Đường Biết"]`,`["spt_2Fc5cGXai8xzLhGyltp4tT"]`
`Cung Trăng`,`true`,,`2023-09-26`,`252`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/584b28dece39794b0742cd5a3fca1d0a/584b28dece39794b0742cd5a3fca1d0a.jpg`,`spt_5Yc8SuI8lZnoqz3FEIPCHi`,`["Cung Trăng"]`,`["spt_204u7fdJOUtQk2tMppK8m0", "spt_4jQZaxfgwiUJFQagCyZNV4", "spt_3nGqUwkJHiLPDECMVrX1Sq"]`
`Late Night`,`true`,,`2017-05-23`,`172`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/35519bdb4f13ce73fc134e9d4711fc9c/35519bdb4f13ce73fc134e9d4711fc9c.jpg`,`spt_4sRKbEm15bA28hCG0PJNp3`,`["Late Night"]`,`["spt_0gGd4WhPXBSgDX6fdOHcOw", "spt_4grjJqg7iwQ8RKHs8d9Snh"]`
`NÀNG (feat. Ogenus, Anh Tú & Đặng Thái Bình)`,`true`,,`2023-07-21`,`205`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/f8e3280cfa3b1e7f557d86e15309de5f/f8e3280cfa3b1e7f557d86e15309de5f.jpg`,`spt_4Wxtt0dAbPrXZDu4wfR8dN`,`["NÀNG (feat. Ogenus, Anh Tú & Đặng Thái Bình)"]`,`["spt_5mPbBOU2KMFfStepNZ027p", "spt_7LLfmKhGZI11XO0dO4xDI7", "spt_1cPpd989kghzlZqfpP4KwL", "spt_0l9gyu1WOgCfMDrpnwA7et"]`
`Người Đáng Thương Là Anh`,`true`,,`2022-08-03`,`292`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/e13283395057b574e7df34c819e6c1d5/e13283395057b574e7df34c819e6c1d5.jpg`,`spt_55K3e7BGewGDUJ4ZQwkh7M`,`["Người Đáng Thương Là Anh"]`,`["spt_5GBXwBVQufRCmwI1bNRIUo"]`
`Hết Giờ`,`true`,,`2023-11-19`,`209`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/3dd2633b1f3d90a8dff205d39783863f/3dd2633b1f3d90a8dff205d39783863f.jpg`,`spt_56DZLpwx3J2PoxMHaYiXV5`,`["Hết Giờ"]`,`["spt_1984OVQ0KnJW80MiZYOrFF"]`
`Thăng Hạng Tự Tin`,`true`,,`2020-08-20`,`171`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/873af8da6849f564a20813c3ef4205cf/873af8da6849f564a20813c3ef4205cf.jpg`,`spt_57ceyuZBT7300sCkYf96CF`,`["Thăng Hạng Tự Tin"]`,`["spt_6sJBvMCAi9NuNCxI9RDYDW", "spt_4e5LAUvM35jleGg8gElTsP"]`
`Một Ngày`,`true`,,`2021-12-17`,`223`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/730ab4560c1957e99b7249689cd291d8/730ab4560c1957e99b7249689cd291d8.jpg`,`spt_58VG82aB2nTKnnI8VjPMLR`,`["Một Ngày"]`,`["spt_79Cp6qqvArs5BlPRAhEJqQ", "spt_5j5vJBQTJARLJspItqVyvE"]`
`Where U Аt`,`true`,,`2016-02-21`,`270`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/4c41ba69e2c2b952730f6fddfbefd173/4c41ba69e2c2b952730f6fddfbefd173.jpg`,`spt_5A3I9z8ENk2nfKy5eG5N0h`,`["Where U Аt"]`,`["spt_5qk5V6WIairfV6qRhscsl9", "spt_4grjJqg7iwQ8RKHs8d9Snh"]`
`Hai Buổi Cà Phê`,`true`,,`2019-11-04`,`210`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/fe5d0b048de573eb754a1874c6ec6190/fe5d0b048de573eb754a1874c6ec6190.jpg`,`spt_5e5MHXuViHo6GuYp8yfpYr`,`["Hai Buổi Cà Phê"]`,`["spt_5j5vJBQTJARLJspItqVyvE"]`
`Công Bằng Cho Người Buồn`,`true`,,`2023-03-01`,`198`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/8ad40c7ada3b8e697b258702b9258096/8ad40c7ada3b8e697b258702b9258096.jpg`,`spt_5EIKDqOSujEfZuXbrngpkw`,`["Công Bằng Cho Người Buồn"]`,`["spt_4HGrrevENLsGCTS9bwqUrm", "spt_3TInd7W6K9AZ6lKYA3dviJ"]`
`Ở Đây Lúc Này - Live`,`true`,,`2021-10-29`,`230`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/2f12df22b41ff64254a2465e7c1e559b/2f12df22b41ff64254a2465e7c1e559b.jpg`,`spt_5F0cH0OlKbTdvPT0wTNeIN`,`["Ở Đây Lúc Này - Live"]`,`["spt_1TdtsDVivxc6PpkQdNuXdR"]`
`Câu Trả Lời`,`true`,,`2018-05-19`,`233`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/5f9b221e3a7c01166c82ba31b2571263/5f9b221e3a7c01166c82ba31b2571263.jpg`,`spt_5iU65qXp0ssEp0VGXe73mG`,`["Câu Trả Lời"]`,`["spt_4s1DRFQAYnDvXmKYFBUcYa"]`
`ăn mừng`,`true`,,`2022-10-28`,`194`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/baf6bc36a15c5b685afe0c25a9341138/baf6bc36a15c5b685afe0c25a9341138.jpg`,`spt_5IuQtCeQw8dCDoXeONiVtG`,`["ăn mừng"]`,`["spt_1TdtsDVivxc6PpkQdNuXdR"]`
`Diễm Xưa`,`true`,,`2022-06-11`,`191`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/60fc3e49cbcd3cc4d78928b53cbe1c67/60fc3e49cbcd3cc4d78928b53cbe1c67.jpg`,`spt_5jlHKKprxQiWwKpfIZyHqr`,`["Diễm Xưa"]`,`["spt_5j5vJBQTJARLJspItqVyvE"]`
`Mùa Yêu`,`true`,,`2011-01-01`,`184`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/6ffc3b0424c9a6e2bc74d080bd2e7390/6ffc3b0424c9a6e2bc74d080bd2e7390.jpg`,`spt_5L9rTQWbi0GssBsymH4YUM`,`["Mùa Yêu"]`,`["spt_7hLz2ZikFy4ZwDZS12Z77n"]`
`Self Love`,`true`,,`2022-05-26`,`183`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/2352f3a30a382f8f6c793c64e946ea8c/2352f3a30a382f8f6c793c64e946ea8c.jpg`,`spt_52JjUipgx6wxra3Sd52QQb`,`["Self Love"]`,`["spt_3Wj34lTDJnPp70u4YCl4jz", "spt_5U1dINFKjJlYNOSdMrHlRh"]`
`Bức Tranh Trong Tim`,`true`,,`2020-04-05`,`239`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/7e3322909ceb86cfcb22e731f238f339/7e3322909ceb86cfcb22e731f238f339.jpg`,`spt_5NgBLI8KU28qUU9U2viHA3`,`["Bức Tranh Trong Tim"]`,`["spt_4e5LAUvM35jleGg8gElTsP"]`
`Này Em Ơi`,`true`,,`2015-01-01`,`189`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/9ed979104b07d965ac8d8de05c8ac343/9ed979104b07d965ac8d8de05c8ac343.jpg`,`spt_5OiQMpJn0CQdfTHcEYiMRM`,`["Này Em Ơi"]`,`["spt_1TdtsDVivxc6PpkQdNuXdR"]`
`Anh Chưa Từng Có Tên - Live`,`true`,,`2015-01-01`,`205`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/1bc3a25b63afec84218e42e06bb0bdd9/1bc3a25b63afec84218e42e06bb0bdd9.jpg`,`spt_5tOogsg7FoH0achUiUFBWF`,`["Anh Chưa Từng Có Tên - Live"]`,`["spt_7hLz2ZikFy4ZwDZS12Z77n"]`
`Bạn Ơi`,`true`,,`2017-01-17`,`309`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/1d8e5fc1af0b43de0d47201857c0844b/1d8e5fc1af0b43de0d47201857c0844b.jpg`,`spt_5ubGNzgHU4odoO62SyXXf8`,`["Bạn Ơi"]`,`["spt_3twpsLWV2KQF1C1WgaXzfP", "spt_7H9jPV9qWyp6V629038aXU"]`
`tự do`,`true`,,`2022-10-28`,`288`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/f312b00c80213f623254f6eec618923b/f312b00c80213f623254f6eec618923b.jpg`,`spt_5vv6EiGjBHb747KD9ihKm3`,`["tự do"]`,`["spt_1TdtsDVivxc6PpkQdNuXdR"]`
`You & Me Alone`,`true`,,`2023-04-08`,`167`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/553885ef10ae98ea8432ffcddbb32e83/553885ef10ae98ea8432ffcddbb32e83.jpg`,`spt_5WV8vro1y02j7i0LpJYRCg`,`["You & Me Alone"]`,`["spt_3tuxyjTQrEDsF0pV0WbqyR", "spt_0RzxSfLRSQmRJ3fFabRMsT", "spt_2RRnVotzjBbVWZkzankaCO"]`
`hihihoho`,`true`,,`2022-10-28`,`205`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/d5a40cbda8c786f83e8c9a2188264d30/d5a40cbda8c786f83e8c9a2188264d30.jpg`,`spt_5ydAh6IRyYChAszuDBSqRe`,`["hihihoho"]`,`["spt_1TdtsDVivxc6PpkQdNuXdR"]`
`Thầm Thương Trộm Nhớ`,`true`,,`2021-05-27`,`183`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/1895fbf3f5f2d9a7b27c937527968d78/1895fbf3f5f2d9a7b27c937527968d78.jpg`,`spt_5yFdpFlhE4vdcnjpDgSFiO`,`["Thầm Thương Trộm Nhớ"]`,`["spt_4e5LAUvM35jleGg8gElTsP", "spt_6OzE2OdvV2tGAxSBsBuZ74"]`
`Like A Fool`,`true`,,`2022-01-28`,`230`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/ed123d628994c78a3f2ed94645f462ff/ed123d628994c78a3f2ed94645f462ff.jpg`,`spt_5Wxy3b7LqNr7T3o7gWrsOD`,`["Like A Fool"]`,`["spt_2aRYRdd8eiy4kOALa9f63s"]`
`Illusion`,`true`,,`2015-01-01`,`240`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/81c2536b2ffbac76325fee0206a64e67/81c2536b2ffbac76325fee0206a64e67.jpg`,`spt_59GvWYaIqqf5ZocHEweHAq`,`["Illusion"]`,`["spt_6xRZoWlE9twEkMC5NW4Z9f", "spt_1830aGI6fXYKSt286dw8Pa"]`
`Nhiều Người Ôm Giấc Mơ`,`true`,,`2013-01-01`,`221`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/92efd1522c4686307f51feafdd5fae1b/92efd1522c4686307f51feafdd5fae1b.jpg`,`spt_5yn7wYdBBmWe2AT5CUFKly`,`["Nhiều Người Ôm Giấc Mơ"]`,`["spt_7hLz2ZikFy4ZwDZS12Z77n"]`
`2 Ngày 1 Đêm`,`true`,,`2022-07-03`,`199`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/877eaa88edb12bd677cf2e862516dd91/877eaa88edb12bd677cf2e862516dd91.jpg`,`spt_5nju8S2Rv9A7BsN2jXtttw`,`["2 Ngày 1 Đêm"]`,`["spt_6zUWZmyi5MLOEynQ5wCI5f"]`
`Tái chế con tim`,`true`,,`2023-11-19`,`224`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/6b7d6ea96e7eff6a60bdd878de6b80ae/6b7d6ea96e7eff6a60bdd878de6b80ae.jpg`,`spt_5ZWZxERwDEosiydpu3oER8`,`["Tái chế con tim"]`,`["spt_1984OVQ0KnJW80MiZYOrFF"]`
`Ngược Dòng Nước Mắt (feat. MegaShock & Vũ Thảo My)`,`true`,,`2023-07-21`,`154`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/e4b8ec4e9e3a09317be125a18e634788/e4b8ec4e9e3a09317be125a18e634788.jpg`,`spt_4wpYH5O8lKYfOE3zcK9pkK`,`["Ngược Dòng Nước Mắt (feat. MegaShock & Vũ Thảo My)"]`,`["spt_42D8BHt57a1V8Mn47afQhj", "spt_1cPpd989kghzlZqfpP4KwL", "spt_78BCjtPwVVmrolLWLArPaX"]`
`Đắm (feat. Ricky Star)`,`true`,,`2021-07-08`,`185`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/49f281539f002d3659ade8826b55ef91/49f281539f002d3659ade8826b55ef91.jpg`,`spt_7pyjX48CPTw2AOc40AnJrc`,`["Đắm (feat. Ricky Star)"]`,`["spt_4jQZaxfgwiUJFQagCyZNV4", "spt_44ZNcW1ZSGB9oqX1ALnriH"]`
`Đi Để Trở Về 5 - Tết Chỉ Cần Được Trở Về - Phần 2`,`true`,,`2020-12-31`,`206`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/e426c34dfb3ac9d9754b6a23314372a4/e426c34dfb3ac9d9754b6a23314372a4.jpg`,`spt_4sUoNfpcPf7F2Gz3Kb3buh`,`["Đi Để Trở Về 5 - Tết Chỉ Cần Được Trở Về - Phần 2"]`,`["spt_6jFvKq4gMkQ50joURHPGXO", "spt_79xGO80NNqpsGklNRwWHSs"]`
`Người Yêu Toàn Thời Gian`,`true`,,`2022-12-04`,`202`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/136fbc4a83163f300cadec5a19cf7329/136fbc4a83163f300cadec5a19cf7329.jpg`,`spt_4TH4LWQjJmqWW58SdcWhzD`,`["Người Yêu Toàn Thời Gian"]`,`["spt_4M3ThS2lwOQLMJdqbKbGeB"]`
`Ở Sân Bay, Nobody Knows`,`true`,,`2022-10-28`,`209`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/4caa6b3501da289d3590158c3db8df31/4caa6b3501da289d3590158c3db8df31.jpg`,`spt_4TmSPjWXDWFGjtivUBuL1Q`,`["Ở Sân Bay, Nobody Knows"]`,`["spt_5h0cBKxBX54CqPaQU6tJhk"]`
`Besame Mucho`,`true`,,`2022-08-22`,`210`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/dcdce56ca6f828af9b2448001f175d9c/dcdce56ca6f828af9b2448001f175d9c.jpg`,`spt_4ToUdDybkcUSqQbmNHL2Xq`,`["Besame Mucho"]`,`["spt_6KkrIwhLq0X7NHpqaLGzJW", "spt_6S0JgJU2l6ds1EhZUJMQFk"]`
`Thức Giấc - Instrumental`,`true`,,`2023-05-31`,`234`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/db491266af32cae6f62f60c41301eda8/db491266af32cae6f62f60c41301eda8.jpg`,`spt_4V8uDPiCfQZvD22fXTFCa2`,`["Thức Giấc - Instrumental"]`,`["spt_6zUWZmyi5MLOEynQ5wCI5f"]`
`Mình Là Gì Của Nhau`,`true`,,`2016-09-21`,`295`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/f95744c5e65d87cdc437d697c9a4db24/f95744c5e65d87cdc437d697c9a4db24.jpg`,`spt_4Wc98oLOg1IuVCGqIhTDVj`,`["Mình Là Gì Của Nhau"]`,`["spt_75Ki5hBCOpDtKGoFyTvLxP"]`
`nguyên vẹn`,`true`,,`2023-12-01`,`207`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/f4329b47b2136908ddcf5c9f139dd6c4/f4329b47b2136908ddcf5c9f139dd6c4.jpg`,`spt_4WFG1S0PZ6GxvqAzYzJE2O`,`["nguyên vẹn"]`,`["spt_1TdtsDVivxc6PpkQdNuXdR"]`
`Do For Love (feat. AMEE)`,`true`,,`2020-04-17`,`189`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/67dc17a7883ef89b52b28a124f3c8654/67dc17a7883ef89b52b28a124f3c8654.jpg`,`spt_7JXtCDK59Fnjxb8us0qFtC`,`["Do For Love (feat. AMEE)"]`,`["spt_1WvNgEoB66jmHodcj15Zi9", "spt_2aQnC3DbZB9GbauvhAw7ve"]`
`Nhiều Hơn Một Lý Do`,`true`,,`2019-10-14`,`257`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/daf8db9b24a7a77c6666da7085b89077/daf8db9b24a7a77c6666da7085b89077.jpg`,`spt_4wzx0WK68b5cYEggSM9utY`,`["Nhiều Hơn Một Lý Do"]`,`["spt_5h0cBKxBX54CqPaQU6tJhk"]`
`Rừng Thông`,`true`,,`2023-08-08`,`288`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/3d9a5ad787f50fe41f8efd62ca04e5ae/3d9a5ad787f50fe41f8efd62ca04e5ae.jpg`,`spt_4YESIJrMt6iMstJjNvJUQ7`,`["Rừng Thông"]`,`["spt_1TdtsDVivxc6PpkQdNuXdR"]`
`Nửa thập kỷ - Live At Yên Concert`,`true`,,`2023-05-24`,`310`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/0544881dc41975c07db6f9423e9e774f/0544881dc41975c07db6f9423e9e774f.jpg`,`spt_4ZBRzhjoHsSW29wlheiqeF`,`["Nửa thập kỷ - Live At Yên Concert"]`,`["spt_6OzE2OdvV2tGAxSBsBuZ74"]`
`Tát Nước Đầu Đình`,`true`,,`2021-08-08`,`282`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/84beb3e89556002f87473162f7dedef4/84beb3e89556002f87473162f7dedef4.jpg`,`spt_4Zs8ubzAAJ9whxQldhE4zz`,`["Tát Nước Đầu Đình"]`,`["spt_2nSO7JYDbJrYbJmP39qUzj", "spt_7H9jPV9qWyp6V629038aXU"]`
`Ngày Tuyệt Vời Nhất`,`true`,,`2023-03-12`,`285`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/cbea55ee06bcfee0e7e63563354284a0/cbea55ee06bcfee0e7e63563354284a0.jpg`,`spt_53lbbJzgD4Bm7EULBkEgD5`,`["Ngày Tuyệt Vời Nhất"]`,`["spt_1ElIXQ8RLwPEROPcvqE8md", "spt_4IiJbbRn328Zxw8mtHb7bo", "spt_5kooMseQPNPTz5y1UCM5UR"]`
`Don't Waste My Time`,`true`,,`2022-05-26`,`195`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/bc92b50d421b53d258e3eb86cf59da72/bc92b50d421b53d258e3eb86cf59da72.jpg`,`spt_5AEBcdmm68OcPwrAC9A43G`,`["Don't Waste My Time"]`,`["spt_3Wj34lTDJnPp70u4YCl4jz", "spt_5U1dINFKjJlYNOSdMrHlRh"]`
`Trơn`,`true`,,`2021-02-12`,`180`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/58b9d7a74a2a3af0bd5808893934354a/58b9d7a74a2a3af0bd5808893934354a.jpg`,`spt_5CR5Z0wCnWvL8zL7uQbRJn`,`["Trơn"]`,`["spt_3oB1lv9FWDKbNOUvdTw75Q"]`
`Một Nhà - Beat, Xuân Phát Tài 13`,`true`,,`2023-02-06`,`178`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/27da5fe6aceda6a870483995cf85a880/27da5fe6aceda6a870483995cf85a880.jpg`,`spt_5emmSIiiQUFTvGnk85VUeX`,`["Một Nhà - Beat, Xuân Phát Tài 13"]`,`["spt_6zUWZmyi5MLOEynQ5wCI5f"]`
`I see my dad on the TV - Bonus Track`,`true`,,`2023-12-28`,`232`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/25d2d72af9cd0bb7889849836605c7eb/25d2d72af9cd0bb7889849836605c7eb.jpg`,`spt_5FaxQrlbP29dv2tdSFqbAH`,`["I see my dad on the TV - Bonus Track"]`,`["spt_4t1PFc5QgrOBXizLHbulPO", "spt_6zUWZmyi5MLOEynQ5wCI5f", "spt_3mYnd5Nlmdpg4D9rbAqNUD"]`
`Để Dành (Biển Của Hy Vọng 2022) [feat. Tiên Cookie]`,`true`,,`2023-01-20`,`151`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/809bb4785700277404f43c23a608b1ee/809bb4785700277404f43c23a608b1ee.jpg`,`spt_5HyqUP9vKwGqQ9G7S1c61g`,`["Để Dành (Biển Của Hy Vọng 2022) [feat. Tiên Cookie]"]`,`["spt_0UzTVrRT0KTsJDxmlcGfQG", "spt_6bLRsp9AAj3St5Ai70PPVm"]`
