`name`,`ispublic`,`description`,`officialreleaseddate`,`durationsecond`,`isplayable`,`thumbnailurl`,`refcode`,`tagsjson`,`artistrefcodes`
`Chẳng Thể Tìm Được Em - Remix`,`true`,,`2022-01-25`,`230`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/87fba67f184fd4c5cbbdc27e7ca6b341/87fba67f184fd4c5cbbdc27e7ca6b341.jpg`,`spt_73b3RrAmh3AjVxsM1MAcAR`,`["Chẳng Thể Tìm Được Em - Remix"]`,`["spt_08xn7sYY4KworP8Vc3GoiU", "spt_6fCJf6pkYTHfW1XPc1d4vO"]`
`ngủ một mình (tình rất tình)`,`true`,,`2022-12-15`,`205`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/a33b34ce62d1778fc5f40cd159506f7e/a33b34ce62d1778fc5f40cd159506f7e.jpg`,`spt_76dD9BdSOzsRJSGGBjOcUf`,`["ngủ một mình (tình rất tình)"]`,`["spt_4fg8aMZ23d2bxKz7r2vt9v", "spt_0wATZebE9ZNj7fTjTdwiJB", "spt_5HZtdKfC4xU0wvhEyYDWiY"]`
`Bật Tình Yêu Lên (Remix)`,`true`,,`2023-03-12`,`250`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/98eb80c3f563d2d36aeb8f61372f833c/98eb80c3f563d2d36aeb8f61372f833c.jpg`,`spt_7FQ9NDlhBSCAtPVRA772Fu`,`["Bật Tình Yêu Lên (Remix)"]`,`["spt_3BWBxpXDxofgji3RKZPIz8", "spt_1n9JKdEdLxrbgJiqz1WZFJ", "spt_2HKcCNSqqFO9k5GPNy1oQ3"]`
`Như Anh Đã Thấy Em`,`true`,,`2022-05-20`,`302`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/d031f2088c65d753db527c710f59022e/d031f2088c65d753db527c710f59022e.jpg`,`spt_7h2zqUH4bYyknNUxsYnS5V`,`["Như Anh Đã Thấy Em"]`,`["spt_1yNjtowTJs05S2Xp2g7stg", "spt_6fCJf6pkYTHfW1XPc1d4vO"]`
`Biết phải làm sao`,`true`,,`2013`,`308`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/8d6e2ac8c05004ae6cb35c50a7b0c07e/8d6e2ac8c05004ae6cb35c50a7b0c07e.jpg`,`spt_7J4TzDHEjg9tW4D09QvIaB`,`["Biết phải làm sao"]`,`["spt_3x6FwiNj93pnxxMDNRA1IR"]`
`Mình Anh Nơi Này (Lofi Ver.)`,`true`,,`2023-12-12`,`290`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/ecaded132d1b7b994a37df2037e89bc3/ecaded132d1b7b994a37df2037e89bc3.jpg`,`spt_7JhG3Pyu9WXRFP9Tx4gZnH`,`["Mình Anh Nơi Này (Lofi Ver.)"]`,`["spt_1MTANbmLhUqJXlLuqADGE7", "spt_79RTt4imwk0NaxS5lCnm29", "spt_6bfOJ0EzKALWN30A9U5yjR"]`
`Hai đường thẳng song song`,`true`,,`2012`,`282`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/96f43deb61ab9810af874c88c89cf3c1/96f43deb61ab9810af874c88c89cf3c1.jpg`,`spt_7JleOYgMDY2Wgf7rcC2bX8`,`["Hai đường thẳng song song"]`,`["spt_3x6FwiNj93pnxxMDNRA1IR"]`
`Berlin 3AM (feat. Gonzo & Gxxfy)`,`true`,,`2023-12-28`,`203`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/bf9e10b340f6edb1605df65a24e7bbce/bf9e10b340f6edb1605df65a24e7bbce.jpg`,`spt_7LKw102j1Assjegfrhngi9`,`["Berlin 3AM (feat. Gonzo & Gxxfy)"]`,`["spt_3Ib80uqrBka6P4ncx6vJRF", "spt_5U1dINFKjJlYNOSdMrHlRh", "spt_1i9boYyWPAZZLSrDcIov6U"]`
`Tự Nhiên Cypher`,`true`,,`2023-11-01`,`340`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/22d267c15c679a3aea318ab40f8030de/22d267c15c679a3aea318ab40f8030de.jpg`,`spt_7LXUz3JjNIK8coRaMKXcoU`,`["Tự Nhiên Cypher"]`,`["spt_1BnX5AXtG74SY7QTYSUeY0", "spt_0wK3gDoxcnc5iWAQqbrr7E", "spt_1CBABbAg1qMq4dwzOoLm3D", "spt_6fCJf6pkYTHfW1XPc1d4vO", "spt_0dwn9uvFFVCyR97qu1RYsy", "spt_5PmlctqlVDrRrF8WNLSgva", "spt_0Gr3bRnYGIx2xHO853bo3V", "spt_7KLLhK77mwRW0CwfubbYrK", "spt_20foirmF2dYTJ5xVunU0MX"]`
`Galaxy`,`true`,,`2022-05-14`,`255`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/759f3247f31c8384f56b980f2ebb70f4/759f3247f31c8384f56b980f2ebb70f4.jpg`,`spt_7m9GZRBv4rMbdGhHkUVXed`,`["Galaxy"]`,`["spt_401ikVSob52311M6Fwnunt", "spt_5Hv9MhUFvGlYurce5BDRUh", "spt_0wATZebE9ZNj7fTjTdwiJB", "spt_0XEYiIh3AzMl9lBaT3gNz7"]`
`ngủ một mình`,`true`,,`2022-11-17`,`181`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/63b936c41473f44b2e2d330135d37f10/63b936c41473f44b2e2d330135d37f10.jpg`,`spt_7opF2QJ8gzlxbV0eBIqszE`,`["ngủ một mình"]`,`["spt_0wATZebE9ZNj7fTjTdwiJB", "spt_4fg8aMZ23d2bxKz7r2vt9v", "spt_5HZtdKfC4xU0wvhEyYDWiY"]`
`Personal`,`true`,,`2022-11-24`,`228`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/42a1a02d99c3afb3b2a148fa0b7de676/42a1a02d99c3afb3b2a148fa0b7de676.jpg`,`spt_7MIi9ZomoXFsVsfiCz8qVu`,`["Personal"]`,`["spt_5ptgjFDE2abY6Xwo4ytufN"]`
`Tâm Sự Người Đơn Phương`,`true`,,`2023-11-22`,`291`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/e10a3ae3f79c992939bfb79b49727212/e10a3ae3f79c992939bfb79b49727212.jpg`,`spt_7pIXHGsceEfr6cmpdFW7po`,`["Tâm Sự Người Đơn Phương"]`,`["spt_0FflNqUFk4ODtAZuVuqgou", "spt_4cXmPRr3FNM39g79G2IovE"]`
`Mùa Giáng Sinh Hạnh Phúc`,`true`,,`2010-10-17`,`272`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/27f62033bff409779b21531400e8894e/27f62033bff409779b21531400e8894e.jpg`,`spt_7qEoQMqxJM6YZUsg9Eh60j`,`["Mùa Giáng Sinh Hạnh Phúc"]`,`["spt_3EP4RX5LSuwDVy4mDeF1rl"]`
`Sinh Nhật Của Mùa Thu`,`true`,,`2023-08-26`,`286`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/12e7fd18c67b87c2be65af13c8049ac4/12e7fd18c67b87c2be65af13c8049ac4.jpg`,`spt_7qJf0rrMBJgpffdwOiojND`,`["Sinh Nhật Của Mùa Thu"]`,`["spt_0FflNqUFk4ODtAZuVuqgou"]`
`Mayb19 - Beat`,`true`,,`2021-10-22`,`215`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/1bfb3944961080f403c2566182f4dd79/1bfb3944961080f403c2566182f4dd79.jpg`,`spt_7uOX692CuiSZNgRQCx3w0Z`,`["Mayb19 - Beat"]`,`["spt_3EkXXkwTWhJpPDJR4ME3D8", "spt_2v14NO80QYditUms7sbEIZ"]`
`Nhắc Nhau`,`true`,,`2017-01-01`,`190`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/38c9707439d0c9d4f69cea42a2fc4bd7/38c9707439d0c9d4f69cea42a2fc4bd7.jpg`,`spt_1octSsaBroiv2M80S3Wf4v`,`["Nhắc Nhau"]`,`["spt_0OLukfVDKFAHm9QsOIj3gU", "spt_1TdtsDVivxc6PpkQdNuXdR"]`
`Nghe Những Tiếng Vang - Beat`,`true`,,`2021-01-24`,`171`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/7ce4543c41d6597c72d5381a7a566230/7ce4543c41d6597c72d5381a7a566230.jpg`,`spt_7vO0Ar7Q9oGHQ80cYkEXzl`,`["Nghe Những Tiếng Vang - Beat"]`,`["spt_2uCakPZuXrU9BRGBUWj9oo", "spt_3HD3V1nGFPwepBO7064Ij0"]`
`Ranh Giới Thiện Ác`,`true`,,`2017-11-20`,`227`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/cf35219bd120e1b11529c2fbaafe91bb/cf35219bd120e1b11529c2fbaafe91bb.jpg`,`spt_7x7TxJ15EhosFrQbkS49GG`,`["Ranh Giới Thiện Ác"]`,`["spt_6S0JgJU2l6ds1EhZUJMQFk"]`
`Noi Cuoi Chan Troi`,`true`,,`2006-01-01`,`310`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/6134922d88a35d60eea05438b3f1798f/6134922d88a35d60eea05438b3f1798f.jpg`,`spt_7k1fC30Q9GHfTVPHUEl8lW`,`["Noi Cuoi Chan Troi"]`,`["spt_24Wn81dwdDeTCuB1BWGoVJ"]`
`Cậu Ba Lục Bình (feat. Snoop Dee, Anh Tú, Vũ Thảo My & EVY)`,`true`,,`2023-07-02`,`180`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/462f8bf79cd1476051765e23f3b9c5e7/462f8bf79cd1476051765e23f3b9c5e7.jpg`,`spt_7ybehMgtSbiWEmJMoPimgf`,`["Cậu Ba Lục Bình (feat. Snoop Dee, Anh Tú, Vũ Thảo My & EVY)"]`,`["spt_4zsLzIgDJCYqT3n4niCluC", "spt_42D8BHt57a1V8Mn47afQhj", "spt_0t9uiS1glFRk3xuUMUjZZQ", "spt_1br1qwFrzbNkxvisBvJBbe", "spt_1cPpd989kghzlZqfpP4KwL", "spt_7LLfmKhGZI11XO0dO4xDI7"]`
`Cánh Cửa Diệu Kỳ`,`true`,,`2021-01-23`,`226`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/d5db2ad02658dcfcbada803ee4d2bfb9/d5db2ad02658dcfcbada803ee4d2bfb9.jpg`,`spt_1mskQ4K7WyUKO47799le5e`,`["Cánh Cửa Diệu Kỳ"]`,`["spt_43qZrcVKZleWlmoBVRBPO8", "spt_0r63ReVRjxrS4ATbLrdcrL", "spt_1KLRO4UHKmiwS0grGzFdgT", "spt_2mx5AAdmlMxMcrcd7AQh1j"]`
`Cơn Mưa Ngang Qua - Remix 2022`,`true`,,`2022-07-06`,`233`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/c4f63654a9cebe3895e4a1611cf4140a/c4f63654a9cebe3895e4a1611cf4140a.jpg`,`spt_6JCFm9REtwoThljhb8kpXS`,`["Cơn Mưa Ngang Qua - Remix 2022"]`,`["spt_5dfZ5uSmzR7VQK0udbAVpf"]`
`Nhất Trên Đời`,`true`,,`2023-12-25`,`184`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/2ce6dfc7e0a7237f02d5161a6535c62c/2ce6dfc7e0a7237f02d5161a6535c62c.jpg`,`spt_63sfongb1iixvaFTKpdFaJ`,`["Nhất Trên Đời"]`,`["spt_3euFcFd5Dc7JAz6t7oKg7m", "spt_4QC9UUJeYEo4wnbTvuOHLo"]`
`Cao Gót`,`true`,,`2022-10-31`,`218`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/069f3a5e27384bb339e4b9867eb44586/069f3a5e27384bb339e4b9867eb44586.jpg`,`spt_5cIUMQFXzdR6Qk1Wn2kIH7`,`["Cao Gót"]`,`["spt_6CGGvCBHWqQ4HXtn5aLhbh"]`
`Lửng Lơ - remix`,`true`,,`2023-01-12`,`231`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/b662bced7355097341eaa00de0da1cf7/b662bced7355097341eaa00de0da1cf7.jpg`,`spt_5I7uyeHLjXiPJgpIEkZSWw`,`["Lửng Lơ - remix"]`,`["spt_3nGqUwkJHiLPDECMVrX1Sq"]`
`Gió Bụi`,`true`,,`2022-06-03`,`204`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/bf45b7e8ae9ac51e32b6de88a5918101/bf45b7e8ae9ac51e32b6de88a5918101.jpg`,`spt_604HwkVZhBjxedYqkcRpqP`,`["Gió Bụi"]`,`["spt_0Ux2qIQbEeqvv7uYLgHhDH", "spt_2SWNzbf1maA3oR4x56Uv9W", "spt_5ayWRfrcpObgDDlzheJ2Gr"]`
`Theo Ánh Mặt Trời - Lofi`,`true`,,`2022-07-19`,`200`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/b184202fde0b6a8594c98abf893a5517/b184202fde0b6a8594c98abf893a5517.jpg`,`spt_66fUoIHS2AmXWdvLyt75XG`,`["Theo Ánh Mặt Trời - Lofi"]`,`["spt_6mshB4wc19nPYxpdbtWkz9", "spt_08xn7sYY4KworP8Vc3GoiU"]`
`Đường Xưa`,`true`,,`2016-12-12`,`302`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/d5aac663c1a706b177c3eaedfb0abd14/d5aac663c1a706b177c3eaedfb0abd14.jpg`,`spt_6LE4Q0Zy3EAFuwwzjgfMkR`,`["Đường Xưa"]`,`["spt_1E6UYLIV5yRqnF1FFM97g3"]`
`Yêu Em Kiểu`,`true`,,`2022-11-11`,`154`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/9f2f9feffe2dd04b4542daaa44999ab5/9f2f9feffe2dd04b4542daaa44999ab5.jpg`,`spt_6SKuGoJKtpbw2jmEbKxYCO`,`["Yêu Em Kiểu"]`,`["spt_6sJBvMCAi9NuNCxI9RDYDW"]`
`Pháo Hoa - MiiNa Piano Version`,`true`,,`2022-05-26`,`182`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/c57b741b80f311bf0811cb65991ef6f6/c57b741b80f311bf0811cb65991ef6f6.jpg`,`spt_6VNFM0oSSKLh7OU1B9EaAu`,`["Pháo Hoa - MiiNa Piano Version"]`,`["spt_1f3aY4gX0O9B59iQyZXY0I", "spt_76nos2JmvLyYGZ28ribrf7"]`
`Hanoi Flow`,`true`,,`2022-10-31`,`207`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/3dc50083ee94c965fac8def16c80c74e/3dc50083ee94c965fac8def16c80c74e.jpg`,`spt_6xImTif4PaatKURDYmNE8G`,`["Hanoi Flow"]`,`["spt_0gGd4WhPXBSgDX6fdOHcOw"]`
`Everyday`,`true`,,`2018-05-08`,`268`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/701274d16577230c36e8127d6e88ba43/701274d16577230c36e8127d6e88ba43.jpg`,`spt_6yAJTT1s8q8oQvIjKWoGt5`,`["Everyday"]`,`["spt_23jUmiOyAG9Dzq6Ayp9LUG"]`
`Lời Có Cánh`,`true`,,`2022-11-11`,`169`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/0edaad2de9e875c980f94046f03bb58c/0edaad2de9e875c980f94046f03bb58c.jpg`,`spt_741lfk1XIZv3VxkgtCXgUE`,`["Lời Có Cánh"]`,`["spt_6sJBvMCAi9NuNCxI9RDYDW"]`
`Cào Cào Lá Tre`,`true`,,`2015`,`285`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/58948143fe1f90d3bfa8358fe662716e/58948143fe1f90d3bfa8358fe662716e.jpg`,`spt_7DkkIwpDe2dSV5CpMRNNIy`,`["Cào Cào Lá Tre"]`,`["spt_4zRG1PU5uAC6ah9yeuxfFi", "spt_1uXHYAZLyOQY5qaM1crBNK"]`
`Điều Ước Có Thật - Instrumental`,`true`,,`2019-09-11`,`274`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/b9b539016e0e4bb68d7bf9a9160bec5e/b9b539016e0e4bb68d7bf9a9160bec5e.jpg`,`spt_7Hg1XjJw42RKwqzPUWWOUr`,`["Điều Ước Có Thật - Instrumental"]`,`["spt_03xckTFB2M94SboXDuDc2z"]`
`Có Lúc (feat. Quốc Bảo)`,`true`,,`2016-12-12`,`235`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/91b9ccc50963584217f86a2ca69dfe24/91b9ccc50963584217f86a2ca69dfe24.jpg`,`spt_7HuBMQD9ngReRcnIrIRBFD`,`["Có Lúc (feat. Quốc Bảo)"]`,`["spt_1E6UYLIV5yRqnF1FFM97g3", "spt_72EdJx99N3KfA9xrjLqO5c"]`
`What Is Love?`,`true`,,`2020-09-07`,`248`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/9c6d51e61fb8c291fd1e4a32c7bdf598/9c6d51e61fb8c291fd1e4a32c7bdf598.jpg`,`spt_7i0Dx7ntsWhZaeSInAMO0e`,`["What Is Love?"]`,`["spt_2dP2cG3zK05Y1jtb8Kwdpm", "spt_0RzxSfLRSQmRJ3fFabRMsT"]`
`Feel The Beat`,`true`,,`2022-10-31`,`202`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/5054055aad02f7c0ea6f67c2170712a5/5054055aad02f7c0ea6f67c2170712a5.jpg`,`spt_7rsmzc4ygbmWRynsNVxM7n`,`["Feel The Beat"]`,`["spt_4w5vfLTFKwpd16ZzmYwcXA"]`
`Tết Nhà Có Hoa`,`true`,,`2022-01-07`,`181`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/65492381a3c9c8cc500df7c4bfee82c3/65492381a3c9c8cc500df7c4bfee82c3.jpg`,`spt_7stcEfLmL9P9q02snKx4gF`,`["Tết Nhà Có Hoa"]`,`["spt_75Ki5hBCOpDtKGoFyTvLxP"]`
`Still Loving You - Live`,`true`,,`2023-10-01`,`168`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/576b7fdebdde7937ffe7d86a2589ccf3/576b7fdebdde7937ffe7d86a2589ccf3.jpg`,`spt_5pSdkQTS8kjhU9fg7x0Nu5`,`["Still Loving You - Live"]`,`["spt_49QLdUjNyaBYeGG2bwvbZB", "spt_0VG0THjBbz0Oocdt3mTEOD", "spt_5Sel4YASFwEv80El2R4tWv", "spt_6RUfMGubOnHT1p3nfeXpBl", "spt_0N6HV62prScKXpkfy97S2Q", "spt_24Wn81dwdDeTCuB1BWGoVJ"]`
`Nếu Một Mai Tôi Bay Lên Trời`,`true`,,`2022-11-10`,`234`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/4806e6e4d250ca4b19fcb3d7fbba58e5/4806e6e4d250ca4b19fcb3d7fbba58e5.jpg`,`spt_7tVZmJ6MdrKSdATum2oHO2`,`["Nếu Một Mai Tôi Bay Lên Trời"]`,`["spt_1dmaHHd1Xbd85cT1egYb4w"]`
`Từng Ngày Trôi Qua`,`true`,,`2020-04-29`,`213`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/ff7007cad4fb6ea87912ce6c1b084802/ff7007cad4fb6ea87912ce6c1b084802.jpg`,`spt_7uK3pD5yEI0qHcW7zy8U8u`,`["Từng Ngày Trôi Qua"]`,`["spt_7JRDlOAUMJuLKmapm6H2VG"]`
`Em Lấy Chồng - Andy EDM`,`true`,,`2022-09-20`,`277`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/714785e3c282119c9958aea37a0fd253/714785e3c282119c9958aea37a0fd253.jpg`,`spt_1nVrP3Iz8g9DBLVyFsqVZn`,`["Em Lấy Chồng - Andy EDM"]`,`["spt_7luDDYsfkSivBsoTz3BKMq", "spt_6I5D7GelDj9EwRvLmqW3Ct"]`
`Tình Ca Tình Ta - Cukak Remix`,`true`,,`2022-03-09`,`213`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/6536e34dc3ceee7a799236fa8ce0b7f4/6536e34dc3ceee7a799236fa8ce0b7f4.jpg`,`spt_5aVbCL9UN8wWQ5OU3VuhX2`,`["Tình Ca Tình Ta - Cukak Remix"]`,`["spt_6mshB4wc19nPYxpdbtWkz9", "spt_3swW6OR2g7qTY3626sqVW4"]`
`Vội Vã Người Đi Chẳng Trở Lại`,`true`,,`2022-10-21`,`229`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/5d541eaa7b42aca0e1d6e72b7cdc6328/5d541eaa7b42aca0e1d6e72b7cdc6328.jpg`,`spt_4XPgElruarkwpf1tBCQMvm`,`["Vội Vã Người Đi Chẳng Trở Lại"]`,`["spt_1GzdSqqAOESMGJ9ey97AR8"]`
`Hennesy - Acoustic Version`,`true`,,`2022-05-15`,`208`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/780bd425f8b8fe6d2e203ba2240df1d6/780bd425f8b8fe6d2e203ba2240df1d6.jpg`,`spt_5eEBWObr9qNmFoPs2t8ifh`,`["Hennesy - Acoustic Version"]`,`["spt_5h0cBKxBX54CqPaQU6tJhk"]`
`Wake Up And Make Up`,`true`,,`2022-12-04`,`206`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/46bad40a8a6d1b717a75ed2b1a282750/46bad40a8a6d1b717a75ed2b1a282750.jpg`,`spt_5zwwtUPy6K7Oo0wCANyrlx`,`["Wake Up And Make Up"]`,`["spt_1x1hOTP0KbnUVh5GyS4V60"]`
`Lời yêu thương (feat. Jsol)`,`true`,,`2022-12-17`,`255`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/8ddf597f5ca468378e3bd27c5130c3a6/8ddf597f5ca468378e3bd27c5130c3a6.jpg`,`spt_6AFwQlWT2xHcyxu9P4pplO`,`["Lời yêu thương (feat. Jsol)"]`,`["spt_6bLRsp9AAj3St5Ai70PPVm", "spt_6EybZ5zwPNEtEngfrEMevN"]`
`Em Đã Thấy Anh Cùng Người Ấy`,`true`,,`2019-03-11`,`214`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/3cd49ee643d0faa29db941802ef1e54f/3cd49ee643d0faa29db941802ef1e54f.jpg`,`spt_6hOJFNn0YQ1G68UQG4aQwL`,`["Em Đã Thấy Anh Cùng Người Ấy"]`,`["spt_1L2VD3TPgcbUod5IID06xJ"]`
`Nhưng Anh Có Em Rồi (#NACER)`,`true`,,`2019-03-14`,`216`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/167bcabd49a2726249186f5913319893/167bcabd49a2726249186f5913319893.jpg`,`spt_6nq7oFFIwzDijGcS1W8w1J`,`["Nhưng Anh Có Em Rồi (#NACER)"]`,`["spt_0zn7lYLmKeTdAva9gucVJG"]`
`Đoạn kết mới - Nàng Thơ - Live At Yên Concert`,`true`,,`2023-05-24`,`632`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/db2af57cd8372bba108614c77e0fe185/db2af57cd8372bba108614c77e0fe185.jpg`,`spt_6sw38tnPNLB0s46fbMGqg3`,`["Đoạn kết mới - Nàng Thơ - Live At Yên Concert"]`,`["spt_6OzE2OdvV2tGAxSBsBuZ74"]`
`Con Chim Sâu`,`true`,,`2021-06-02`,`224`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/421d75a5a3838b50c151b647eaa6c233/421d75a5a3838b50c151b647eaa6c233.jpg`,`spt_7ByGoeH32mj9vnpNVeO4Cb`,`["Con Chim Sâu"]`,`["spt_5j5vJBQTJARLJspItqVyvE"]`
`Đừng Để Nhau Rơi`,`true`,,`2023-02-26`,`259`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/d1152e81f86aefc3680b03ae5397cfeb/d1152e81f86aefc3680b03ae5397cfeb.jpg`,`spt_7EIeGH8SUkP2JLS67FCgZF`,`["Đừng Để Nhau Rơi"]`,`["spt_4NfuHLESitkh66LOZeyzsu"]`
`Trái Tim Cho Em - Viết Tiếp Ước Mơ`,`true`,,`2018-11-03`,`229`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/101469ad7baaeadda7ba59e21e3aa022/101469ad7baaeadda7ba59e21e3aa022.jpg`,`spt_7HiAk1NMEtquQQt0ZxcOdy`,`["Trái Tim Cho Em - Viết Tiếp Ước Mơ"]`,`["spt_4gZvYNRPSIulRe64Tc9tvf", "spt_6jFvKq4gMkQ50joURHPGXO"]`
`Giá Có Thể Ôm Ai Và Khóc`,`true`,,`2017-07-19`,`352`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/6289205c399a476328657bdc5d5223bd/6289205c399a476328657bdc5d5223bd.jpg`,`spt_7Hz9VLI0mLWzP1RlqCh1o8`,`["Giá Có Thể Ôm Ai Và Khóc"]`,`["spt_2DpuPZSraeVoLMKV5QJj7y"]`
`Chạy Về Khóc Với Anh`,`true`,,`2022-01-26`,`225`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/1e732e27ed5530a1093326d85b43c227/1e732e27ed5530a1093326d85b43c227.jpg`,`spt_7hzVxbVA6Y5t9YDzpSgdRS`,`["Chạy Về Khóc Với Anh"]`,`["spt_1L1VfizWn4DkFt602yD80U"]`
`Câu Chuyện - Remix`,`true`,,`2017-08-24`,`338`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/8218f0b57d11a95e91a7f0c1c60b3d87/8218f0b57d11a95e91a7f0c1c60b3d87.jpg`,`spt_7lNThDp5ZABwhcwPBwM9EA`,`["Câu Chuyện - Remix"]`,`["spt_3Z1ArowingijWbVesn0aON"]`
`Cho Cùng`,`true`,,`2020-05-03`,`323`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/6eadf570b485e8842463bed3f9fdc710/6eadf570b485e8842463bed3f9fdc710.jpg`,`spt_7LzZDy6MqQeg5n6OvgN8hw`,`["Cho Cùng"]`,`["spt_4s1DRFQAYnDvXmKYFBUcYa"]`
`Gia Vo Say`,`true`,,`2018-12-13`,`333`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/c25254a12710791c60594c2a6d899e6b/c25254a12710791c60594c2a6d899e6b.jpg`,`spt_7ntQ0VeGVNP8UQHZyq5mjH`,`["Gia Vo Say"]`,`["spt_6JTiPLdbZD2e0tDsN15U1s"]`
`Câu Chuyện`,`true`,,`2017-08-24`,`339`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/62bb37faa2c7a8f570aeb295125a39a3/62bb37faa2c7a8f570aeb295125a39a3.jpg`,`spt_7pGeWflB6OX1uAuaEv0ceI`,`["Câu Chuyện"]`,`["spt_3Z1ArowingijWbVesn0aON"]`
