`name`,`isverified`,`ispublic`,`description`,`biography`,`nationalityisocode`,`thumbnailurl`,`backgroundurl`,`refcode`,`tagsjson`
`riin`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273e9245010a138706a23aea9fd`,,`spt_1nxoE3Q8cuINjJc1zhDOBQ`,`["riin"]`
`August`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb0d669bd21d48b8b2a1104242`,,`spt_3XRhzorKPzkvbW9A6db8bZ`,`["August"]`
`Bon Ma`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebe37da6617e6aa0094dfb5ab5`,,`spt_7Am0uM7zd9oMI8Qyo5qmZd`,`["Bon Ma"]`
`Danh Zoram`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb475c3aec09bfb724159c3313`,,`spt_5xRXdu46o9iCVUKlHclrZj`,`["Danh Zoram"]`
`Tây Giang`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273be93812ef900b1af9bdcdf4d`,,`spt_03xckTFB2M94SboXDuDc2z`,`["Tây Giang"]`
`Gạo`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2737365feb4de9fb015a9dc61ab`,,`spt_3pMDF4yNJhmg07Be8jTXq3`,`["Gạo"]`
`Đường Trí Luân`,`true`,`true`,,,,,,`spt_3u00jdTqTKS2OzkVbbA08F`,`["Đường Trí Luân"]`
`Khánh Tiên`,`true`,`true`,,,,,,`spt_66XI3e3rhcir1mUD4QF77y`,`["Khánh Tiên"]`
`Ninh Bảo Văn`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2736532b867edb30020949f4954`,,`spt_5wO9vDgciEmIocch98VLLg`,`["Ninh Bảo Văn"]`
`Thế Phong`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2732d1befcb2457edd09ac2beb5`,,`spt_6uuXYlyVtqyuKoh8H2hgUp`,`["Thế Phong"]`
`Vân Du`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27323eca1aa4224fa86a1822d11`,,`spt_5vLsw9JI11DauolKUpEMa0`,`["Vân Du"]`
`D.U.Y`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2738208c6d018d8d8d2a89da14e`,,`spt_76urrfmceoSbMTcOIFq1rG`,`["D.U.Y"]`
`VRT`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb8bf70bb9e61c5262ce35bb32`,,`spt_0ZG3U0kfmAxNJF717Jbz7C`,`["VRT"]`
`Dũng Zest`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb1170356a5a7fc47e2782da0e`,,`spt_4pPFhtz9DSq4DTSxoGdZ9o`,`["Dũng Zest"]`
`Trung Bao`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb8d47101e2735a972047acba9`,,`spt_3dHb0HIWLnzhGywwwinc8F`,`["Trung Bao"]`
`Dex`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb17a77967c71c2867b1640383`,,`spt_2RRnVotzjBbVWZkzankaCO`,`["Dex"]`
`DABOTA`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebdf96814d4e399d56f264a4ef`,,`spt_0Us3j5lDeKmC4KlcpNeaNF`,`["DABOTA"]`
`Juan Phi`,`true`,`true`,,,,,,`spt_0oNTwVS3uisleEzHsxf97K`,`["Juan Phi"]`
`Aki`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb8349488b9768c35673415f07`,,`spt_7MkneAWCJX7dUEpx04bfQ9`,`["Aki"]`
`Juan Phi`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2738e8bfcc4e6c3d7745d534a2f`,,`spt_3WPAClKrTMMjkOu9rWcnt1`,`["Juan Phi"]`
`Chuot Sam Set`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273b5dbc66352fdb2cc251918cb`,,`spt_481LhUSKA2xqhj8H0oej8n`,`["Chuot Sam Set"]`
`yeuquaimohihi`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb642d4eefa532f0fdf577af11`,,`spt_6TV8X3NMBnXuuJ7sQmDzh4`,`["yeuquaimohihi"]`
`Ket`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273ee852aca436b31cabd177c61`,,`spt_7pTgreUTcwBrFCBR7CG3Hg`,`["Ket"]`
`18.18`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb8fc42a9dd71a0a51b128aaee`,,`spt_5wBI5pmi1gccMWe8YcObJo`,`["18.18"]`
`tú tú`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb6ab537ef4cc98f7499a133cb`,,`spt_7a6FvNRlbkR8oBXKIHUGr6`,`["tú tú"]`
`chuotsamset`,`true`,`true`,,,,,,`spt_1l0k1ihebq1R0TdtLikm3z`,`["chuotsamset"]`
`Chi Xê`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2732340378ef644bc0cd717b757`,,`spt_3TInd7W6K9AZ6lKYA3dviJ`,`["Chi Xê"]`
`Shinasty`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273dd0e62e42c3ab61448a4c8d4`,,`spt_0wsS9dAYTiGGG3AFrQeU7x`,`["Shinasty"]`
`CROW ON HYENAS`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb8534388c58b4d0f8744349c7`,,`spt_1ZCY6tbHfF0X4oXZJKSXCZ`,`["CROW ON HYENAS"]`
`Metanoia`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebf6f6d0224aa246b113f5c359`,,`spt_6A5x4aiq1BB5XKrdkHtqt1`,`["Metanoia"]`
`The Bohemian Basterds`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebd8461d47742bc7aa8249f9ea`,,`spt_2aRYRdd8eiy4kOALa9f63s`,`["The Bohemian Basterds"]`
`Umbrella Man`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebdc12c2cb77044ec46512d5dd`,,`spt_5NXFBvmDpUbENoDGrAVcAQ`,`["Umbrella Man"]`
`Solar Eclipse`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273c8539c233f8454ef1806f90e`,,`spt_4f84IAn7pbUsOgPqJT7Lp4`,`["Solar Eclipse"]`
`Poseidose`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebdb0968079baf7e4c8891ec09`,,`spt_4FrPAu85cg1oI2Uk2P6LKF`,`["Poseidose"]`
`BUMBLEBEE`,`true`,`true`,,,,,,`spt_6GJUFUmIgc6lWYb1TH00nN`,`["BUMBLEBEE"]`
`Brainwave`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273806ba73fc3a8dcce39404c41`,,`spt_1OTkIK6Wp404yC0pwXnJYF`,`["Brainwave"]`
`Cheffin'`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eba7d56bccb4ca9c1b153d5a8b`,,`spt_5lNpg8ZZdRzTDu8Qmzlk5E`,`["Cheffin'"]`
`BOF`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebacab5c03e3d701c359a9c4b8`,,`spt_7C7ErntTfvSOPWX29nkIzV`,`["BOF"]`
`Chú Cá Lơ`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebafc5c239e9743e5a2e1ff116`,,`spt_5mmVIps5KMJ67teGWchWjf`,`["Chú Cá Lơ"]`
`Microwave`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb877746416107d4e154032d53`,,`spt_4W5ucdWYixUi9C1qdY7Djw`,`["Microwave"]`
`Siu Black`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273dc798d9b0ad1e640f64df1ee`,,`spt_3PBrDm5UndmRpcJD2jx97l`,`["Siu Black"]`
`Bức Tường`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebf8d2c15a9b3c1a049ec4286c`,,`spt_3LVqjXvcYbwMZc4vt4wKpM`,`["Bức Tường"]`
`Thanh Phuong`,`true`,`true`,,,,,,`spt_2OrkhBJgkW1tBUugyVPQTo`,`["Thanh Phuong"]`
`Ngũ Cung`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb0ca4240fb5f0a9c96d9e75b0`,,`spt_4rM0wJSri0i6AsFDtmv6ld`,`["Ngũ Cung"]`
`WHEE!`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebc8d99d3a33be3ae5642ea726`,,`spt_3Tr8fFMbWxysSzBztIqNPP`,`["WHEE!"]`
`Coastal Connection`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb78195dc7b6de19b75a5c0cc5`,,`spt_2H8CvWr48vwlGvUFI4yw7z`,`["Coastal Connection"]`
`Phách Ca`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb88bf79bf6247b4a712df7bdb`,,`spt_0b4QAUdbLVVu2eq5f9dXR7`,`["Phách Ca"]`
`Bụi Gió`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb1503630616e7e5e2a205cd89`,,`spt_6YFvLrwunZ96IyT3RVBGtN`,`["Bụi Gió"]`
`Ninh Dương Lan Ngọc`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2731da1016eea9e67343e97f2ea`,,`spt_1XO2u0sx6W0yNLUYZmPPmq`,`["Ninh Dương Lan Ngọc"]`
`DR. Hoàng Quốc Tưởng`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273fa7a73aba6321e2f66c4bf6d`,,`spt_4Tg24pP3cToRxaP8I13FpS`,`["DR. Hoàng Quốc Tưởng"]`
`Dickator`,`true`,`true`,,,,,,`spt_5qhPYGpuwI95rJvewMrph9`,`["Dickator"]`
`Tùng Viu`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27319d1a4d87f580c18d55a691b`,,`spt_5f58nQrefaqDnUclq60eT1`,`["Tùng Viu"]`
`2Can`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb6108bd3daafd8aee0afc8790`,,`spt_2RlqbCVLAyXBprZrmnjkDq`,`["2Can"]`
`Phi Nhung`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2731544ea82446e407f47768b2e`,,`spt_6MddNz1oXWvuY1ZWrsRqQF`,`["Phi Nhung"]`
`Bùi Dương Thái Hà`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27394ea5d92c389210ebf23f4af`,,`spt_0DmCrJIkZpp9ef4c23Msly`,`["Bùi Dương Thái Hà"]`
`Galaxyy`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27311d542964f254e1961bd6e05`,,`spt_0ZIJokI7PUnSoUqPumMbTv`,`["Galaxyy"]`
`VoVanDuc`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb79d122b1dc30b6e45684275f`,,`spt_0MMvhtfFn1izZ6EeSSPBQW`,`["VoVanDuc"]`
`Tempo G`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb2c6592371bf2607197308275`,,`spt_2LVQd5JQnKruonFNZeNsHS`,`["Tempo G"]`
`Two`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb7cafabaef64cf0e0b63a6fa0`,,`spt_1S4XSBqS2oRpwTVFrYtMeE`,`["Two"]`
`Magazine`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebca7288bd129f60133f00a010`,,`spt_590fdPpBvFG7T7QNYiG6b5`,`["Magazine"]`
`Sofia`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb92d6bb49c703bcba5beae4ee`,,`spt_0obXkAXG0Ivhjj6TK6QZfd`,`["Sofia"]`
`Du Uyen`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2735066a6c4d66945068723dbd2`,,`spt_06r6KHUxerC4dFpnPRwdFi`,`["Du Uyen"]`
`Ngoc Haleyy`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273aa1791472efa0debafc30182`,,`spt_4lkjwxpvqu9ej5U1USxS4V`,`["Ngoc Haleyy"]`
`Mas`,`true`,`true`,,,,,,`spt_649mABntAsBaGLNNrVoNG7`,`["Mas"]`
`Flash Atkins`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb666e9f1d4d5b55cb2d5d71ed`,,`spt_370eC6w2bdtHY0XNNPfMJd`,`["Flash Atkins"]`
`Danielle Moore (Crazy P)`,`true`,`true`,,,,,,`spt_5fky3NhOGO3XcWsf6GyALr`,`["Danielle Moore (Crazy P)"]`
`Stop The Car`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2738aa5771e250298240c41d1b4`,,`spt_2fGQ1aOBhlNh16U4amA6lh`,`["Stop The Car"]`
`DJ AM`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebb91f4342c547b0685ab9b99e`,,`spt_4SjtkWYIznd2K3PmakLgN0`,`["DJ AM"]`
`Phương Mỹ Chi`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb63b7a2cd3990ab3dd580d3de`,,`spt_1BcjfrXV4Oe3fK0c8dnxFF`,`["Phương Mỹ Chi"]`
`Alex Dương`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebe20d380e67f5e3df946e7019`,,`spt_5psbZA47eQziEQRvpjkqDW`,`["Alex Dương"]`
`Cadillac`,`true`,`true`,,,,,,`spt_4nYRl0uyEIGfhe5uR8aUVc`,`["Cadillac"]`
`Liz Kim Cương`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb6b5eb2a13b519b31b8763b40`,,`spt_6pYrL6H11sEmjp5ZJytWmK`,`["Liz Kim Cương"]`
`Yen Nhi`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273092afaa01a85e30751004e3f`,,`spt_1kzfjHJZ3KyTtz8k2ZdoYH`,`["Yen Nhi"]`
`F.`,`true`,`true`,,,,,,`spt_4aciZqBUMQmAR4ZaBywCpf`,`["F."]`
`Mai Thảo`,`true`,`true`,,,,,,`spt_2umtfdTstMXUPgpzDoKokH`,`["Mai Thảo"]`
`Yến Nhi`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2734c124772941c44a2eef0064b`,,`spt_2zdwhQ4jqSm8BJf6rpR2Bb`,`["Yến Nhi"]`
`VMA`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2734a9cb79793ac2544f22c6569`,,`spt_2NhShRDR2kOeCsu1iWmbHy`,`["VMA"]`
`Trấn Thành`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739c0927229bac6f64edac3c34`,,`spt_1RWwtxXnYninjXOkgunJqb`,`["Trấn Thành"]`
`Lâm Vũ`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27387e408ff56f59ebff02c0805`,,`spt_5BwjAjCwHned4iWcbUHnXc`,`["Lâm Vũ"]`
`Lưu Hiền Trinh`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebd6be12466780e9e1e16898df`,,`spt_29hovPFGCgeyNPRMjfVhzP`,`["Lưu Hiền Trinh"]`
`Seven MN Band`,`true`,`true`,,,,,,`spt_0gJXvjaMWTuhoydIq02zUa`,`["Seven MN Band"]`
`Tra My`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27386d1ca25a3e86d88a8439339`,,`spt_1LEzXd7eLB1KiBhoDODFsX`,`["Tra My"]`
`Lam Trang`,`true`,`true`,,,,,,`spt_7ih1GK76zb8dZi9QvInNuE`,`["Lam Trang"]`
`ACV`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebcb2573f1b67fb4ad1009af77`,,`spt_6HaRFcGE0OIbGpWbfyPVD0`,`["ACV"]`
`Minh Prod`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273247fa7f0aed74baa96043d26`,,`spt_33uXXoKqOktHqZQH7j73Lj`,`["Minh Prod"]`
`Andy`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb1c02fcfa30f06db0b9d84714`,,`spt_6I5D7GelDj9EwRvLmqW3Ct`,`["Andy"]`
`VUX`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273f3c9f8cf1f833f2b7dde41b0`,,`spt_0gqkmPRdOJc0GmkwHTR1L0`,`["VUX"]`
`Zenky`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273bf404b29f67d38c5a37a27c7`,,`spt_1HGIytOQn1RdSrvBF7W5hb`,`["Zenky"]`
`Liam`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273aa8551265ad198bb3ba4bb15`,,`spt_5MqcQM2PemEx5dhAE1lVpv`,`["Liam"]`
`DJ Trang Moon`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27325cc63cbd83a4e6a8291d97e`,,`spt_1EnqE63biVUgNpKChrH0SN`,`["DJ Trang Moon"]`
`Ciray`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27363b16039d719bdeedc282158`,,`spt_0KNoBzCmaTrB9LsdAATxtn`,`["Ciray"]`
`Huỳnh Thanh Bình`,`true`,`true`,,,,,,`spt_3cllIHis9we6lup5Rb3SjT`,`["Huỳnh Thanh Bình"]`
`Ông Cao Thắng`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273b2b52c9a8e481ab250132b65`,,`spt_7E4u2CbTv2fxJ1icOJoABa`,`["Ông Cao Thắng"]`
`Bé Như Ngọc`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273ccd99797bc4073c1ee2d26cc`,,`spt_4gZvYNRPSIulRe64Tc9tvf`,`["Bé Như Ngọc"]`
`Dương Hoàng Yến`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb106ada44e9f45400ce0a1d6b`,,`spt_3bbdXNYZbTMzxskrE4wIFQ`,`["Dương Hoàng Yến"]`
`Nguyễn Hồng Thuận`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebbcbc5eae58238cd78b8ce08f`,,`spt_7xBuIrKTMHxIB1zpfLyo8B`,`["Nguyễn Hồng Thuận"]`
`Keon`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb25f4f6d877e0ec54992e5500`,,`spt_51jZjAVqFFzOlHQETGpzhT`,`["Keon"]`
`Giang Hong Ngoc`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebf6c2eee4fc084b1c6d4ff19e`,,`spt_1vuXGfUQ15YoFnM2V49rF5`,`["Giang Hong Ngoc"]`
`Mr.T`,`true`,`true`,,,,,,`spt_17DI4gV5ZJ4MIWXcOSDo4E`,`["Mr.T"]`
`Đạt TMT`,`true`,`true`,,,,,,`spt_4vdhXUg8uk4e33nrZTtPVt`,`["Đạt TMT"]`
`Uyên Trang`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273ced8b045409dc19b66de07b9`,,`spt_5ZTYPfGq5HTtBjsnyqJa3I`,`["Uyên Trang"]`
`Chí Thiện`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273957b2fca9c267b60ac24a723`,,`spt_0Ztr3lFFcu5SkGOpiVr8e2`,`["Chí Thiện"]`
`Kỳ Duyên`,`true`,`true`,,,,,,`spt_6o6067Q84mlpTu5Dk3t7Sa`,`["Kỳ Duyên"]`
`Gia Bảo`,`true`,`true`,,,,,,`spt_0fuHJHDOkVZcVdnG3wIsuh`,`["Gia Bảo"]`
`Bảo An`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273e8585dba241900b7d05685b0`,,`spt_5v0cTt86WLRFjXwZiz5aw5`,`["Bảo An"]`
`Phuong Trinh Jolie`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273e828864f3654257cf74aa69e`,,`spt_6T3DLfdxgfH7jVFcvyln4K`,`["Phuong Trinh Jolie"]`
`Trương Kiều Diễm`,`true`,`true`,,,,,,`spt_60hPG9hfpwPcb5xTI47eIc`,`["Trương Kiều Diễm"]`
`Cao Mỹ Kim`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739d4ec5736e571681e7f8eaa0`,,`spt_3tOuxcivapwjf88TPCdRFs`,`["Cao Mỹ Kim"]`
`Bang Di`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273c1f5ac3ab5c8f2f07e9a8ad6`,,`spt_68liNhhMSjX4rjhcDxdrWw`,`["Bang Di"]`
`Hoàng Kỳ Nam`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2732c654a29b51e6263d5e86c27`,,`spt_0f4BlfC2FFK88pJuFPIBkL`,`["Hoàng Kỳ Nam"]`
`Nguyễn Duy`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebc16c081f3d112042bd95ba32`,,`spt_03jqasibxpA2y4REQDSxy5`,`["Nguyễn Duy"]`
`Nguyễn Phi Hùng`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb4e35b7036b184fa4c1fa4afb`,,`spt_4jalOWaM2UhKpM2h71TsRP`,`["Nguyễn Phi Hùng"]`
`Vy Oanh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2731ca05882448eb0948b24cdd4`,,`spt_4qnRWrsA4QoiuNSxwoJYwq`,`["Vy Oanh"]`
`Thanh Nguyệt`,`true`,`true`,,,,,,`spt_3goL3PS4sBD1cWRn9UpSQA`,`["Thanh Nguyệt"]`
`Nhật Minh`,`true`,`true`,,,,,,`spt_0fhQwou1xsi8a7fbGNYToq`,`["Nhật Minh"]`
`Thanh Ngân`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2737cfcca7326359d09db519994`,,`spt_6p2rk0bZVJQl0EtC3FO7QZ`,`["Thanh Ngân"]`
`Nguyên Vũ`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273f1cc1053ad382616e7c794dc`,,`spt_2T8CUdrA64je3QHfcB0uYJ`,`["Nguyên Vũ"]`
`Trà My Idol`,`true`,`true`,,,,,,`spt_17NBKc6hvO5JPyK7BU1T1Z`,`["Trà My Idol"]`
`Hoàng Oanh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273348bae3f6d2de4fa80ce4ae7`,,`spt_0Ovntl2a1sAuPd40EU4Lbl`,`["Hoàng Oanh"]`
`Minh Trung`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273074614434200f153bb9675a3`,,`spt_45leZXnEzWPL6Pu01sw9vc`,`["Minh Trung"]`
`Dương Mạc Anh Quân`,`true`,`true`,,,,,,`spt_3ewexomjXZSBHRYxxWwwH3`,`["Dương Mạc Anh Quân"]`
`Trần Trung`,`true`,`true`,,,,,,`spt_0kGIX6CTXWZiSdcUPIKdqN`,`["Trần Trung"]`
`Jay Quân`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb8067a7420d87b481de92fcc2`,,`spt_1lzhSDzuAuMbWNt8lfX623`,`["Jay Quân"]`
`TRUE JUSTICE`,`true`,`true`,,,,,,`spt_5ViXyUACPgFeOWnhAEbQ4A`,`["TRUE JUSTICE"]`
`Võ Hạ Trâm`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb76c551a0b9f8605558890894`,,`spt_7wqCcGabyuT6f1ZkRxI4ga`,`["Võ Hạ Trâm"]`
`Jang Mi`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb5f863c0e81b9eacb7ca985fb`,,`spt_0gNlSfGp7s6Wg0H2cJIzno`,`["Jang Mi"]`
`Hoa Vinh`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb0c501a530b4040c7bf00b1b4`,,`spt_516yIO7zjKJCIkRktGVUw5`,`["Hoa Vinh"]`
`Thanh Duy`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebceb2df71ea0d715c002fb3e1`,,`spt_4sGeCkzfqINvHaWFfeoQJp`,`["Thanh Duy"]`
`Hamlet Trương`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb584823b96e37c5fb5d6b45a6`,,`spt_3pPDTtBCrtELyG9u4PVdYC`,`["Hamlet Trương"]`
`Gin Tuan Kiet`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273ada14258f90c0a79ad8c9459`,,`spt_5Fjp36JpIQLDBTFeSnkUFG`,`["Gin Tuan Kiet"]`
`Monstar`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb0eaa0dc1e4c511e18e11ce81`,,`spt_6KQ39q1nt7lNSZpTNTjb9D`,`["Monstar"]`
`Dương Trường Giang`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2735ec52d9e0ec5f31809a69517`,,`spt_5b87qlbNjf9Q9Inq1FyvXN`,`["Dương Trường Giang"]`
`Dương Trần Nghĩa`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273a09be8914fa6f0b796ddd931`,,`spt_1S4crwJi99Z5Yj8q5RyR48`,`["Dương Trần Nghĩa"]`
`Hoàng Khánh Linh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273ef67cbdd39854c384fd3c075`,,`spt_5lS8I7jBwj7Xd6GTzfy538`,`["Hoàng Khánh Linh"]`
`Oplus`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb80b2598ef46a3847d85c113e`,,`spt_2JQQDzeOEkRz7ld1pekbw0`,`["Oplus"]`
`Trần Thu Hường`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273ed5b49c1d5b7f86feefcb3ec`,,`spt_2D8qmGvgHKeja8zwQiqARB`,`["Trần Thu Hường"]`
`DJ Trieu Lador`,`true`,`true`,,,,,,`spt_1BOVqsUvUcTBA1ceeJ6LvD`,`["DJ Trieu Lador"]`
`Quốc Đại`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273f112e301526a8e172605c264`,,`spt_2nfy0nJ70ftD2p3WeEVrw9`,`["Quốc Đại"]`
`Kiều Loan`,`true`,`true`,,,,,,`spt_1NMybYBIIrCWwod8i3FdZ4`,`["Kiều Loan"]`
`Triệu Minh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273b008dd3a3f2efd18b2938df1`,,`spt_6mHtgmr0hTEgMy0lzqfwhp`,`["Triệu Minh"]`
`Giáng Tiên`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2733c03651ff2ddcc769bfe5934`,,`spt_1CtKyh1nnweRiMM2OCWzPj`,`["Giáng Tiên"]`
`Tim`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27374e1c5eb3fbd01d9a66a5c7f`,,`spt_3QAT7THeYbly6Bvkd60M5o`,`["Tim"]`
`Đăng Khôi`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2737e5f39280368f8441f3759bf`,,`spt_38t6Vs6rCEF4cnICHAGKYL`,`["Đăng Khôi"]`
`Tăng Nhật Tuệ`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273c8abcf22ae968d7b80212d9f`,,`spt_5oHVQyBid6mE9cZ1v9xhWA`,`["Tăng Nhật Tuệ"]`
`Hằng BingBoong`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebe7afbb7304832ec878184cae`,,`spt_5ZkrehkR7dFjN0S1JPFqir`,`["Hằng BingBoong"]`
`Vũ Đặng Quốc Việt`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb195fca8c0baf45fa4d98bc57`,,`spt_7L9mDr84hAjDhXPvPPctXN`,`["Vũ Đặng Quốc Việt"]`
